"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia OXAPAMPA (000)",81929,1859,28620,22191,15677,10137,3445
"Hombres (001)",43328,912,14680,11771,8287,5665,2013
"Mujeres (002)",38601,947,13940,10420,7390,4472,1432
"Viviendas particulares (003)",79447,1843,28448,21119,14875,9771,3391
"Hombres (004)",41416,904,14611,10930,7636,5360,1975
"Mujeres (005)",38031,939,13837,10189,7239,4411,1416
"Viviendas colectivas (006)",1566,12,126,722,476,199,31
"Hombres (007)",1186,7,49,567,379,165,19
"Mujeres (008)",380,5,77,155,97,34,12
"Otro tipo (009)",916,4,46,350,326,167,23
"Hombres (010)",726,1,20,274,272,140,19
"Mujeres (011)",190,3,26,76,54,27,4
,,,,,,,
"URBANA (012)",30805,553,9261,8678,6786,4248,1279
"Hombres (013)",15964,265,4642,4516,3461,2348,732
"Mujeres (014)",14841,288,4619,4162,3325,1900,547
"Viviendas particulares (015)",28409,537,9103,7644,6008,3891,1226
"Hombres (016)",14126,257,4586,3709,2830,2049,695
"Mujeres (017)",14283,280,4517,3935,3178,1842,531
"Viviendas colectivas (018)",1480,12,112,684,452,190,30
"Hombres (019)",1112,7,36,533,359,159,18
"Mujeres (020)",368,5,76,151,93,31,12
"Otro tipo (021)",916,4,46,350,326,167,23
"Hombres (022)",726,1,20,274,272,140,19
"Mujeres (023)",190,3,26,76,54,27,4
,,,,,,,
"RURAL (024)",51124,1306,19359,13513,8891,5889,2166
"Hombres (025)",27364,647,10038,7255,4826,3317,1281
"Mujeres (026)",23760,659,9321,6258,4065,2572,885
"Viviendas particulares (027)",51038,1306,19345,13475,8867,5880,2165
"Hombres (028)",27290,647,10025,7221,4806,3311,1280
"Mujeres (029)",23748,659,9320,6254,4061,2569,885
"Viviendas colectivas (030)",86,,14,38,24,9,1
"Hombres (031)",74,,13,34,20,6,1
"Mujeres (032)",12,,1,4,4,3,
