"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CAMANA",,,,,,,,,
"Viviendas particulares (001)",14463,8233,1145,1180,1894,522,984,347,158
"Ocupantes presentes (002)",52061,31944,4433,3984,5558,1766,2868,1072,436
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12672,7800,1055,1073,978,495,794,329,148
"Ocupantes presentes (005)",46744,30601,4122,3620,2914,1677,2401,998,411
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",231,220,11,,,,,,
"Ocupantes presentes (008)",782,735,47,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",129,93,31,,,,,5,
"Ocupantes presentes (011)",372,253,100,,,,,19,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",202,103,46,22,1,4,17,6,3
"Ocupantes presentes (014)",629,309,156,60,10,15,42,24,13
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1072,,,7,886,12,162,1,4
"Ocupantes presentes (017)",3054,,,13,2581,51,402,2,5
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",104,8,2,71,8,2,5,6,2
"Ocupantes presentes (020)",367,22,8,273,18,2,9,29,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,9,,,6,1,1,,
"Ocupantes presentes (023)",40,24,,,11,4,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",36,,,7,15,8,5,,1
"Ocupantes presentes (026)",73,,,18,24,17,13,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",11735,7972,1126,1035,454,394,306,321,127
"Ocupantes presentes (029)",43808,30857,4378,3601,1361,1361,900,983,367
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11031,7539,1036,935,433,383,280,304,121
"Ocupantes presentes (032)",41576,29514,4067,3250,1318,1332,837,911,347
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",231,220,11,,,,,,
"Ocupantes presentes (035)",782,735,47,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",129,93,31,,,,,5,
"Ocupantes presentes (038)",372,253,100,,,,,19,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",202,103,46,22,1,4,17,6,3
"Ocupantes presentes (041)",629,309,156,60,10,15,42,24,13
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",104,8,2,71,8,2,5,6,2
"Ocupantes presentes (047)",367,22,8,273,18,2,9,29,6
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",13,9,,,3,1,,,
"Ocupantes presentes (050)",31,24,,,3,4,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",25,,,7,9,4,4,,1
"Ocupantes presentes (053)",51,,,18,12,8,12,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2728,261,19,145,1440,128,678,26,31
"Ocupantes presentes (056)",8253,1087,55,383,4197,405,1968,89,69
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1641,261,19,138,545,112,514,25,27
"Ocupantes presentes (059)",5168,1087,55,370,1596,345,1564,87,64
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1072,,,7,886,12,162,1,4
"Ocupantes presentes (071)",3054,,,13,2581,51,402,2,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,3,,1,,
"Ocupantes presentes (077)",9,,,,8,,1,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",11,,,,6,4,1,,
"Ocupantes presentes (080)",22,,,,12,9,1,,
