"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AREQUIPA",,,,,,,,,
"Viviendas particulares (001)",12040,5934,1162,382,1263,180,217,282,2620
"Ocupantes presentes (002)",48754,21282,4817,1639,5781,845,1004,1322,12064
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11473,5641,1087,355,1189,176,208,267,2550
"Ocupantes presentes (005)",46886,20349,4574,1555,5553,817,980,1261,11797
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",81,46,2,1,13,2,2,4,11
"Ocupantes presentes (008)",248,131,8,3,37,5,9,11,44
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",98,40,9,6,11,1,6,4,21
"Ocupantes presentes (011)",382,151,34,14,42,5,10,26,100
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",218,83,40,15,43,1,1,7,28
"Ocupantes presentes (014)",719,273,119,52,135,18,5,24,93
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",130,94,22,5,3,,,,6
"Ocupantes presentes (020)",425,310,79,15,7,,,,14
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",31,21,2,,4,,,,4
"Ocupantes presentes (023)",69,43,3,,7,,,,16
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",9,9,,,,,,,
"Ocupantes presentes (026)",25,25,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",11910,5872,1142,373,1240,179,216,279,2609
"Ocupantes presentes (029)",48344,21097,4736,1621,5714,841,1000,1309,12026
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",11343,5579,1067,346,1166,175,207,264,2539
"Ocupantes presentes (032)",46476,20164,4493,1537,5486,813,976,1248,11759
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",81,46,2,1,13,2,2,4,11
"Ocupantes presentes (035)",248,131,8,3,37,5,9,11,44
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",98,40,9,6,11,1,6,4,21
"Ocupantes presentes (038)",382,151,34,14,42,5,10,26,100
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",218,83,40,15,43,1,1,7,28
"Ocupantes presentes (041)",719,273,119,52,135,18,5,24,93
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",130,94,22,5,3,,,,6
"Ocupantes presentes (047)",425,310,79,15,7,,,,14
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",31,21,2,,4,,,,4
"Ocupantes presentes (050)",69,43,3,,7,,,,16
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",9,9,,,,,,,
"Ocupantes presentes (053)",25,25,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",130,62,20,9,23,1,1,3,11
"Ocupantes presentes (056)",410,185,81,18,67,4,4,13,38
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",130,62,20,9,23,1,1,3,11
"Ocupantes presentes (059)",410,185,81,18,67,4,4,13,38
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
