"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ISLAY (000)",24585,11774,1470,361,9790,359,187,62,50,532
"Hombres (001)",9660,5792,989,210,1991,175,93,33,50,327
"Mujeres (002)",14925,5982,481,151,7799,184,94,29,,205
"De 06 a 14 años (003)",8214,7941,,,159,57,,9,,48
"Hombres (004)",4073,3945,,,75,33,,3,,17
"Mujeres (005)",4141,3996,,,84,24,,6,,31
"De 15 a 29 años (006)",6523,3712,3,51,2533,,12,16,50,146
"Hombres (007)",2558,1787,1,25,583,,8,11,50,93
"Mujeres (008)",3965,1925,2,26,1950,,4,5,,53
"De 30 a 44 años (009)",3187,85,27,64,2861,,21,11,,118
"Hombres (010)",613,40,12,35,433,,10,6,,77
"Mujeres (011)",2574,45,15,29,2428,,11,5,,41
"De 45 a 64 años (012)",3245,29,314,85,2606,8,63,13,,127
"Hombres (013)",891,14,190,46,514,6,26,8,,87
"Mujeres (014)",2354,15,124,39,2092,2,37,5,,40
"De 65 y más años (015)",3416,7,1126,161,1631,294,91,13,,93
"Hombres (016)",1525,6,786,104,386,136,49,5,,53
"Mujeres (017)",1891,1,340,57,1245,158,42,8,,40
,,,,,,,,,,
"AREA URBANA (018)",22775,10825,1437,298,9137,342,184,52,27,473
"Hombres (019)",8943,5307,964,167,1901,168,90,28,27,291
"Mujeres (020)",13832,5518,473,131,7236,174,94,24,,182
"De 06 a 14 años (021)",7524,7265,,,154,57,,8,,40
"Hombres (022)",3720,3597,,,73,33,,2,,15
"Mujeres (023)",3804,3668,,,81,24,,6,,25
"De 15 a 29 años (024)",6037,3443,3,42,2360,,10,15,27,137
"Hombres (025)",2354,1652,1,18,553,,6,10,27,87
"Mujeres (026)",3683,1791,2,24,1807,,4,5,,50
"De 30 a 44 años (027)",2950,81,25,48,2665,,20,9,,102
"Hombres (028)",563,38,11,23,410,,9,5,,67
"Mujeres (029)",2387,43,14,25,2255,,11,4,,35
"De 45 a 64 años (030)",3042,29,306,70,2443,6,63,12,,113
"Hombres (031)",850,14,184,36,501,4,26,8,,77
"Mujeres (032)",2192,15,122,34,1942,2,37,4,,36
"De 65 y más años (033)",3222,7,1103,138,1515,279,91,8,,81
"Hombres (034)",1456,6,768,90,364,131,49,3,,45
"Mujeres (035)",1766,1,335,48,1151,148,42,5,,36
,,,,,,,,,,
"AREA RURAL (036)",1810,949,33,63,653,17,3,10,23,59
"Hombres (037)",717,485,25,43,90,7,3,5,23,36
"Mujeres (038)",1093,464,8,20,563,10,,5,,23
"De 06 a 14 años (039)",690,676,,,5,,,1,,8
"Hombres (040)",353,348,,,2,,,1,,2
"Mujeres (041)",337,328,,,3,,,,,6
"De 15 a 29 años (042)",486,269,,9,173,,2,1,23,9
"Hombres (043)",204,135,,7,30,,2,1,23,6
"Mujeres (044)",282,134,,2,143,,,,,3
"De 30 a 44 años (045)",237,4,2,16,196,,1,2,,16
"Hombres (046)",50,2,1,12,23,,1,1,,10
"Mujeres (047)",187,2,1,4,173,,,1,,6
"De 45 a 64 años (048)",203,,8,15,163,2,,1,,14
"Hombres (049)",41,,6,10,13,2,,,,10
"Mujeres (050)",162,,2,5,150,,,1,,4
"De 65 y más años (051)",194,,23,23,116,15,,5,,12
"Hombres (052)",69,,18,14,22,5,,2,,8
"Mujeres (053)",125,,5,9,94,10,,3,,4
