"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia UTCUBAMBA (000)",56757,28520,277,1052,24361,441,84,199,483,1340
"Hombres (001)",18961,14492,192,733,1828,240,59,117,478,822
"Mujeres (002)",37796,14028,85,319,22533,201,25,82,5,518
"De 06 a 14 años (003)",24220,22993,,,712,161,3,38,,313
"Hombres (004)",12001,11603,,,164,86,1,17,,130
"Mujeres (005)",12219,11390,,,548,75,2,21,,183
"De 15 a 29 años (006)",15708,5421,13,213,9100,,33,50,482,396
"Hombres (007)",4322,2845,5,123,597,,20,26,477,229
"Mujeres (008)",11386,2576,8,90,8503,,13,24,5,167
"De 30 a 44 años (009)",8054,78,36,242,7433,,19,38,1,207
"Hombres (010)",874,34,22,178,442,,14,27,1,156
"Mujeres (011)",7180,44,14,64,6991,,5,11,,51
"De 45 a 64 años (012)",5893,24,99,264,5216,3,25,38,,224
"Hombres (013)",826,8,64,178,361,1,20,23,,171
"Mujeres (014)",5067,16,35,86,4855,2,5,15,,53
"De 65 y más años (015)",2882,4,129,333,1900,277,4,35,,200
"Hombres (016)",938,2,101,254,264,153,4,24,,136
"Mujeres (017)",1944,2,28,79,1636,124,,11,,64
,,,,,,,,,,
"AREA URBANA (018)",23862,12042,199,498,9724,184,25,82,478,630
"Hombres (019)",8635,5962,133,315,1199,90,17,45,473,401
"Mujeres (020)",15227,6080,66,183,8525,94,8,37,5,229
"De 06 a 14 años (021)",9512,9062,,,266,53,,14,,117
"Hombres (022)",4700,4511,,,92,28,,7,,62
"Mujeres (023)",4812,4551,,,174,25,,7,,55
"De 15 a 29 años (024)",7118,2906,11,93,3388,,9,20,477,214
"Hombres (025)",2459,1420,4,51,373,,5,9,472,125
"Mujeres (026)",4659,1486,7,42,3015,,4,11,5,89
"De 30 a 44 años (027)",3410,52,24,111,3101,,6,11,1,104
"Hombres (028)",490,22,11,68,300,,4,8,1,76
"Mujeres (029)",2920,30,13,43,2801,,2,3,,28
"De 45 a 64 años (030)",2501,20,79,137,2124,2,9,20,,110
"Hombres (031)",485,7,47,79,251,1,7,10,,83
"Mujeres (032)",2016,13,32,58,1873,1,2,10,,27
"De 65 y más años (033)",1321,2,85,157,845,129,1,17,,85
"Hombres (034)",501,2,71,117,183,61,1,11,,55
"Mujeres (035)",820,,14,40,662,68,,6,,30
,,,,,,,,,,
"AREA RURAL (036)",32895,16478,78,554,14637,257,59,117,5,710
"Hombres (037)",10326,8530,59,418,629,150,42,72,5,421
"Mujeres (038)",22569,7948,19,136,14008,107,17,45,,289
"De 06 a 14 años (039)",14708,13931,,,446,108,3,24,,196
"Hombres (040)",7301,7092,,,72,58,1,10,,68
"Mujeres (041)",7407,6839,,,374,50,2,14,,128
"De 15 a 29 años (042)",8590,2515,2,120,5712,,24,30,5,182
"Hombres (043)",1863,1425,1,72,224,,15,17,5,104
"Mujeres (044)",6727,1090,1,48,5488,,9,13,,78
"De 30 a 44 años (045)",4644,26,12,131,4332,,13,27,,103
"Hombres (046)",384,12,11,110,142,,10,19,,80
"Mujeres (047)",4260,14,1,21,4190,,3,8,,23
"De 45 a 64 años (048)",3392,4,20,127,3092,1,16,18,,114
"Hombres (049)",341,1,17,99,110,,13,13,,88
"Mujeres (050)",3051,3,3,28,2982,1,3,5,,26
"De 65 y más años (051)",1561,2,44,176,1055,148,3,18,,115
"Hombres (052)",437,,30,137,81,92,3,13,,81
"Mujeres (053)",1124,2,14,39,974,56,,5,,34
