"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia EL COLLAO",,,,
"Viviendas particulares (001)",5398,4281,676,441
"Ocupantes presentes (002)",18343,14839,2226,1278
"Casa independiente",,,,
"Viviendas particulares (004)",5319,4220,660,439
"Ocupantes presentes (005)",18047,14604,2168,1275
"Departamento en edificio",,,,
"Viviendas particulares (007)",16,11,5,
"Ocupantes presentes (008)",50,36,14,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",23,19,4,
"Ocupantes presentes (011)",101,86,15,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",27,21,6,
"Ocupantes presentes (014)",97,69,28,
"Choza o cabaña",,,,
"Viviendas particulares (016)",1,,,1
"Ocupantes presentes (017)",2,,,2
"Vivienda improvisada",,,,
"Viviendas particulares (019)",4,4,,
"Ocupantes presentes (020)",22,22,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",7,6,1,
"Ocupantes presentes (023)",23,22,1,
"Otro tipo",,,,
"Viviendas particulares (025)",1,,,1
"Ocupantes presentes (026)",1,,,1
Si,,,,
"Viviendas particulares (028)",5214,4159,649,406
"Ocupantes presentes (029)",17770,14467,2145,1158
"Casa independiente",,,,
"Viviendas particulares (031)",5139,4102,633,404
"Ocupantes presentes (032)",17486,14244,2087,1155
"Departamento en edificio",,,,
"Viviendas particulares (034)",16,11,5,
"Ocupantes presentes (035)",50,36,14,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",22,18,4,
"Ocupantes presentes (038)",97,82,15,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",27,21,6,
"Ocupantes presentes (041)",97,69,28,
"Choza o cabaña",,,,
"Viviendas particulares (043)",1,,,1
"Ocupantes presentes (044)",2,,,2
"Vivienda improvisada",,,,
"Viviendas particulares (046)",3,3,,
"Ocupantes presentes (047)",18,18,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",5,4,1,
"Ocupantes presentes (050)",19,18,1,
"Otro tipo",,,,
"Viviendas particulares (052)",1,,,1
"Ocupantes presentes (053)",1,,,1
No,,,,
"Viviendas particulares (055)",184,122,27,35
"Ocupantes presentes (056)",573,372,81,120
"Casa independiente",,,,
"Viviendas particulares (058)",180,118,27,35
"Ocupantes presentes (059)",561,360,81,120
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",1,1,,
"Ocupantes presentes (065)",4,4,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",2,2,,
"Ocupantes presentes (077)",4,4,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",4822,4116,573,133
"Ocupantes presentes (110)",16726,14377,1939,410
"Casa independiente",,,,
"Viviendas particulares (112)",4746,4055,558,133
"Ocupantes presentes (113)",16434,14142,1882,410
"Departamento en edificio",,,,
"Viviendas particulares (115)",16,11,5,
"Ocupantes presentes (116)",50,36,14,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",23,19,4,
"Ocupantes presentes (119)",101,86,15,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",27,21,6,
"Ocupantes presentes (122)",97,69,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",4,4,,
"Ocupantes presentes (128)",22,22,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",6,6,,
"Ocupantes presentes (131)",22,22,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",4666,3999,551,116
"Ocupantes presentes (137)",16250,14024,1878,348
"Casa independiente",,,,
"Viviendas particulares (139)",4594,3942,536,116
"Ocupantes presentes (140)",15970,13801,1821,348
"Departamento en edificio",,,,
"Viviendas particulares (142)",16,11,5,
"Ocupantes presentes (143)",50,36,14,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",22,18,4,
"Ocupantes presentes (146)",97,82,15,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",27,21,6,
"Ocupantes presentes (149)",97,69,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",3,3,,
"Ocupantes presentes (155)",18,18,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",4,4,,
"Ocupantes presentes (158)",18,18,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",156,117,22,17
"Ocupantes presentes (164)",476,353,61,62
"Casa independiente",,,,
"Viviendas particulares (166)",152,113,22,17
"Ocupantes presentes (167)",464,341,61,62
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",1,1,,
"Ocupantes presentes (173)",4,4,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",2,2,,
"Ocupantes presentes (185)",4,4,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",576,165,103,308
"Ocupantes presentes (218)",1617,462,287,868
"Casa independiente",,,,
"Viviendas particulares (220)",573,165,102,306
"Ocupantes presentes (221)",1613,462,286,865
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",1,,,1
"Ocupantes presentes (233)",2,,,2
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,1,
"Ocupantes presentes (239)",1,,1,
"Otro tipo",,,,
"Viviendas particulares (241)",1,,,1
"Ocupantes presentes (242)",1,,,1
Si,,,,
"Viviendas particulares (244)",548,160,98,290
"Ocupantes presentes (245)",1520,443,267,810
"Casa independiente",,,,
"Viviendas particulares (247)",545,160,97,288
"Ocupantes presentes (248)",1516,443,266,807
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",1,,,1
"Ocupantes presentes (260)",2,,,2
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,,1,
"Ocupantes presentes (266)",1,,1,
"Otro tipo",,,,
"Viviendas particulares (268)",1,,,1
"Ocupantes presentes (269)",1,,,1
No,,,,
"Viviendas particulares (271)",28,5,5,18
"Ocupantes presentes (272)",97,19,20,58
"Casa independiente",,,,
"Viviendas particulares (274)",28,5,5,18
"Ocupantes presentes (275)",97,19,20,58
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
