"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHINCHA (000)",181734,7772,38308,36854,31598,24728,17725,12117,12632
"Quechua (001)",4391,14,168,390,534,681,756,802,1046
"Aymara (002)",189,8,23,35,34,34,25,18,12
"Ashaninca (003)",25,1,8,4,1,2,3,3,3
"Otra lengua nativa (004)",15,,,2,1,1,5,4,2
"Castellano (005)",176842,7743,38067,36366,30986,23975,16900,11267,11538
"Idioma extranjero (006)",53,,2,5,3,9,11,10,13
"Es sordomudo/a (007)",219,6,40,52,39,26,25,13,18
"Hombres (009)",89619,3946,19630,18405,15466,11811,8418,5797,6146
"Quechua (010)",2045,9,82,193,280,327,333,363,458
"Aymara (011)",102,5,13,26,15,20,10,8,5
"Ashaninca (012)",12,,4,3,,1,1,1,2
"Otra lengua nativa (013)",5,,,,1,,2,1,1
"Castellano (014)",87320,3929,19506,18155,15148,11450,8055,5410,5667
"Idioma extranjero (015)",23,,1,1,1,4,5,6,5
"Es sordomudo/a (016)",112,3,24,27,21,9,12,8,8
"Mujeres (018)",92115,3826,18678,18449,16132,12917,9307,6320,6486
"Quechua (019)",2346,5,86,197,254,354,423,439,588
"Aymara (020)",87,3,10,9,19,14,15,10,7
"Ashaninca (021)",13,1,4,1,1,1,2,2,1
"Otra lengua nativa (022)",10,,,2,,1,3,3,1
"Castellano (023)",89522,3814,18561,18211,15838,12525,8845,5857,5871
"Idioma extranjero (024)",30,,1,4,2,5,6,4,8
"Es sordomudo/a (025)",107,3,16,25,18,17,13,5,10
,,,,,,,,,
"URBANA (027)",161558,6871,34110,32735,28236,22157,15670,10769,11010
"Quechua (028)",3202,4,76,295,403,537,580,565,742
"Aymara (029)",147,6,17,18,28,32,19,16,11
"Ashaninca (030)",23,1,6,4,1,2,3,3,3
"Otra lengua nativa (031)",15,,,2,1,1,5,4,2
"Castellano (032)",157932,6858,33971,32366,27766,21554,15033,10160,10224
"Idioma extranjero (033)",52,,2,5,3,9,11,9,13
"Es sordomudo/a (034)",187,2,38,45,34,22,19,12,15
"Hombres (036)",79405,3481,17479,16314,13790,10527,7386,5121,5307
"Quechua (037)",1516,2,35,150,209,261,266,263,330
"Aymara (038)",80,5,9,15,12,20,7,7,5
"Ashaninca (039)",10,,2,3,,1,1,1,2
"Otra lengua nativa (040)",5,,,,1,,2,1,1
"Castellano (041)",77677,3474,17409,16121,13550,10233,7097,4836,4957
"Idioma extranjero (042)",22,,1,1,1,4,5,5,5
"Es sordomudo/a (043)",95,,23,24,17,8,8,8,7
"Mujeres (045)",82153,3390,16631,16421,14446,11630,8284,5648,5703
"Quechua (046)",1686,2,41,145,194,276,314,302,412
"Aymara (047)",67,1,8,3,16,12,12,9,6
"Ashaninca (048)",13,1,4,1,1,1,2,2,1
"Otra lengua nativa (049)",10,,,2,,1,3,3,1
"Castellano (050)",80255,3384,16562,16245,14216,11321,7936,5324,5267
"Idioma extranjero (051)",30,,1,4,2,5,6,4,8
"Es sordomudo/a (052)",92,2,15,21,17,14,11,4,8
,,,,,,,,,
"RURAL (054)",20176,901,4198,4119,3362,2571,2055,1348,1622
"Quechua (055)",1189,10,92,95,131,144,176,237,304
"Aymara (056)",42,2,6,17,6,2,6,2,1
"Ashaninca (057)",2,,2,,,,,,
"Castellano (059)",18910,885,4096,4000,3220,2421,1867,1107,1314
"Idioma extranjero (060)",1,,,,,,,1,
"Es sordomudo/a (061)",32,4,2,7,5,4,6,1,3
"Hombres (063)",10214,465,2151,2091,1676,1284,1032,676,839
"Quechua (064)",529,7,47,43,71,66,67,100,128
"Aymara (065)",22,,4,11,3,,3,1,
"Ashaninca (066)",2,,2,,,,,,
"Castellano (068)",9643,455,2097,2034,1598,1217,958,574,710
"Idioma extranjero (069)",1,,,,,,,1,
"Es sordomudo/a (070)",17,3,1,3,4,1,4,,1
"Mujeres (072)",9962,436,2047,2028,1686,1287,1023,672,783
"Quechua (073)",660,3,45,52,60,78,109,137,176
"Aymara (074)",20,2,2,6,3,2,3,1,1
"Castellano (077)",9267,430,1999,1966,1622,1204,909,533,604
"Es sordomudo/a (079)",15,1,1,4,1,3,2,1,2
