"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHACHAPOYAS (000)",13590,13099,57,3080,2922,2133,2710,1460,572,165,491,43161
"De 12 a 14 años (001)",11,6,,5,1,,,,,,5,7
"De 15 a 19 años (002)",346,313,5,277,28,3,,,,,33,342
"De 20 a 24 años (003)",1332,1195,10,815,299,56,12,3,,,137,1650
"De 25 a 29 años (004)",1595,1496,3,672,502,224,90,4,1,,99,2767
"De 30 a 34 años (005)",1664,1604,6,432,552,353,239,18,3,1,60,3770
"De 35 a 39 años (006)",1674,1630,2,263,507,384,363,91,15,5,44,4760
"De 40 a 44 años (007)",1508,1479,1,162,334,323,430,171,50,8,29,5278
"De 45 a 49 años (008)",1171,1157,3,113,240,216,332,189,48,16,14,4488
"De 50 y más años (009)",4289,4219,27,341,459,574,1244,984,455,135,70,20099
"PEA (010)",5523,5275,24,1414,1385,879,951,424,158,40,248,15422
"De 12 a 14 años (011)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (012)",85,74,,68,4,2,,,,,11,82
"De 20 a 24 años (013)",413,345,4,249,79,12,1,,,,68,447
"De 25 a 29 años (014)",677,609,2,338,178,70,20,1,,,68,995
"De 30 a 34 años (015)",807,764,3,273,281,127,76,3,1,,43,1565
"De 35 a 39 años (016)",857,834,2,183,289,185,136,33,4,2,23,2164
"De 40 a 44 años (017)",793,779,,109,220,187,186,61,15,1,14,2446
"De 45 a 49 años (018)",586,582,2,71,154,115,146,77,13,4,4,2005
"De 50 y más años (019)",1303,1286,11,122,179,181,386,249,125,33,17,5715
"Ocupada (020)",5382,5152,22,1351,1355,864,942,420,158,40,230,15189
"De 12 a 14 años (021)",2,2,,1,1,,,,,,,3
