"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PALLASCA (000)",20761,3769,3434,3567,3232,2407,4352
"Conviviente (001)",5509,47,967,1835,1333,694,633
"Separado(a) (002)",309,2,32,56,65,55,99
"Casado(a) (003)",5790,8,128,699,1353,1306,2296
"Viudo(a) (004)",1068,1,8,25,43,94,897
"Divorciado(a) (005)",57,,,1,14,10,32
"Soltero(a) (006)",8028,3711,2299,951,424,248,395
"Hombres (008)",10491,1906,1783,1875,1675,1234,2018
"Conviviente (009)",2814,17,381,965,723,385,343
"Separado(a) (010)",102,1,3,14,22,21,41
"Casado(a) (011)",2958,2,42,332,666,687,1229
"Viudo(a) (012)",294,,3,8,16,23,244
"Divorciado(a) (013)",25,,,1,10,2,12
"Soltero(a) (014)",4298,1886,1354,555,238,116,149
"Mujeres (016)",10270,1863,1651,1692,1557,1173,2334
"Conviviente (017)",2695,30,586,870,610,309,290
"Separado(a) (018)",207,1,29,42,43,34,58
"Casado(a) (019)",2832,6,86,367,687,619,1067
"Viudo(a) (020)",774,1,5,17,27,71,653
"Divorciado(a) (021)",32,,,,4,8,20
"Soltero(a) (022)",3730,1825,945,396,186,132,246
,,,,,,,
"URBANA (024)",11124,2012,1739,1855,1733,1334,2451
"Conviviente (025)",2714,30,449,927,668,331,309
"Separado(a) (026)",211,2,22,34,48,38,67
"Casado(a) (027)",3253,6,62,359,730,777,1319
"Viudo(a) (028)",568,,2,13,22,45,486
"Divorciado(a) (029)",41,,,1,11,7,22
"Soltero(a) (030)",4337,1974,1204,521,254,136,248
"Hombres (032)",5523,991,924,973,866,675,1094
"Conviviente (033)",1372,12,170,485,355,188,162
"Separado(a) (034)",55,1,1,6,12,13,22
"Casado(a) (035)",1662,2,24,168,356,405,707
"Viudo(a) (036)",129,,1,4,8,8,108
"Divorciado(a) (037)",16,,,1,7,1,7
"Soltero(a) (038)",2289,976,728,309,128,60,88
"Mujeres (040)",5601,1021,815,882,867,659,1357
"Conviviente (041)",1342,18,279,442,313,143,147
"Separado(a) (042)",156,1,21,28,36,25,45
"Casado(a) (043)",1591,4,38,191,374,372,612
"Viudo(a) (044)",439,,1,9,14,37,378
"Divorciado(a) (045)",25,,,,4,6,15
"Soltero(a) (046)",2048,998,476,212,126,76,160
,,,,,,,
"RURAL (048)",9637,1757,1695,1712,1499,1073,1901
"Conviviente (049)",2795,17,518,908,665,363,324
"Separado(a) (050)",98,,10,22,17,17,32
"Casado(a) (051)",2537,2,66,340,623,529,977
"Viudo(a) (052)",500,1,6,12,21,49,411
"Divorciado(a) (053)",16,,,,3,3,10
"Soltero(a) (054)",3691,1737,1095,430,170,112,147
"Hombres (056)",4968,915,859,902,809,559,924
"Conviviente (057)",1442,5,211,480,368,197,181
"Separado(a) (058)",47,,2,8,10,8,19
"Casado(a) (059)",1296,,18,164,310,282,522
"Viudo(a) (060)",165,,2,4,8,15,136
"Divorciado(a) (061)",9,,,,3,1,5
"Soltero(a) (062)",2009,910,626,246,110,56,61
"Mujeres (064)",4669,842,836,810,690,514,977
"Conviviente (065)",1353,12,307,428,297,166,143
"Separado(a) (066)",51,,8,14,7,9,13
"Casado(a) (067)",1241,2,48,176,313,247,455
"Viudo(a) (068)",335,1,4,8,13,34,275
"Divorciado(a) (069)",7,,,,,2,5
"Soltero(a) (070)",1682,827,469,184,60,56,86
