"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GRAU (000)",5790,73,1443,2082,1603,589
"Empleado (001)",1109,3,265,546,286,9
"Obrero (002)",927,10,342,337,197,41
"Trabajador independiente (003)",2783,4,486,951,897,445
"Empleador o patrono (004)",55,,11,14,21,9
"Trabajador familiar no remunerado (005)",856,47,299,227,198,85
"Trabajador del hogar (006)",60,9,40,7,4,
"Hombres (008)",4236,47,1016,1519,1220,434
"Empleado (009)",726,1,149,357,212,7
"Obrero (010)",848,8,308,308,185,39
"Trabajador independiente (011)",2170,3,358,738,722,349
"Empleador o patrono (012)",45,,10,11,18,6
"Trabajador familiar no remunerado (013)",436,30,185,105,83,33
"Trabajador del hogar (014)",11,5,6,,,
"Mujeres (016)",1554,26,427,563,383,155
"Empleado (017)",383,2,116,189,74,2
"Obrero (018)",79,2,34,29,12,2
"Trabajador independiente (019)",613,1,128,213,175,96
"Empleador o patrono (020)",10,,1,3,3,3
"Trabajador familiar no remunerado (021)",420,17,114,122,115,52
"Trabajador del hogar (022)",49,4,34,7,4,
,,,,,,
"URBANA (024)",2694,39,735,1038,688,194
"Empleado (025)",866,2,192,431,234,7
"Obrero (026)",482,7,199,173,86,17
"Trabajador independiente (027)",994,4,206,355,300,129
"Empleador o patrono (028)",24,,7,8,6,3
"Trabajador familiar no remunerado (029)",281,18,100,65,60,38
"Trabajador del hogar (030)",47,8,31,6,2,
"Hombres (032)",1779,29,463,688,473,126
"Empleado (033)",547,1,102,274,165,5
"Obrero (034)",435,6,175,158,81,15
"Trabajador independiente (035)",646,3,123,225,204,91
"Empleador o patrono (036)",14,,6,5,3,
"Trabajador familiar no remunerado (037)",128,15,52,26,20,15
"Trabajador del hogar (038)",9,4,5,,,
"Mujeres (040)",915,10,272,350,215,68
"Empleado (041)",319,1,90,157,69,2
"Obrero (042)",47,1,24,15,5,2
"Trabajador independiente (043)",348,1,83,130,96,38
"Empleador o patrono (044)",10,,1,3,3,3
"Trabajador familiar no remunerado (045)",153,3,48,39,40,23
"Trabajador del hogar (046)",38,4,26,6,2,
,,,,,,
"RURAL (048)",3096,34,708,1044,915,395
"Empleado (049)",243,1,73,115,52,2
"Obrero (050)",445,3,143,164,111,24
"Trabajador independiente (051)",1789,,280,596,597,316
"Empleador o patrono (052)",31,,4,6,15,6
"Trabajador familiar no remunerado (053)",575,29,199,162,138,47
"Trabajador del hogar (054)",13,1,9,1,2,
"Hombres (056)",2457,18,553,831,747,308
"Empleado (057)",179,,47,83,47,2
"Obrero (058)",413,2,133,150,104,24
"Trabajador independiente (059)",1524,,235,513,518,258
"Empleador o patrono (060)",31,,4,6,15,6
"Trabajador familiar no remunerado (061)",308,15,133,79,63,18
"Trabajador del hogar (062)",2,1,1,,,
"Mujeres (064)",639,16,155,213,168,87
"Empleado (065)",64,1,26,32,5,
"Obrero (066)",32,1,10,14,7,
"Trabajador independiente (067)",265,,45,83,79,58
"Trabajador familiar no remunerado (069)",267,14,66,83,75,29
"Trabajador del hogar (070)",11,,8,1,2,
