"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANCHIS (000)",70481,12597,12559,12613,11661,8414,12637
"Católica (001)",59397,10421,10385,10677,9965,7192,10757
"Cristiana/Evangélica (002)",7032,1342,1258,1209,1113,825,1285
"Otra (003)",2498,458,475,432,373,300,460
"Ninguna (004)",1554,376,441,295,210,97,135
"Hombres (006)",33509,6347,6211,5822,5460,4093,5576
"Católica (007)",28234,5284,5144,4882,4656,3524,4744
"Cristiana/Evangélica (008)",3178,604,582,548,508,370,566
"Otra (009)",1153,235,216,213,159,131,199
"Ninguna (010)",944,224,269,179,137,68,67
"Mujeres (012)",36972,6250,6348,6791,6201,4321,7061
"Católica (013)",31163,5137,5241,5795,5309,3668,6013
"Cristiana/Evangélica (014)",3854,738,676,661,605,455,719
"Otra (015)",1345,223,259,219,214,169,261
"Ninguna (016)",610,152,172,116,73,29,68
,,,,,,,
"URBANA (018)",42481,7691,8250,8321,7382,4920,5917
"Católica (019)",35807,6354,6749,7074,6343,4227,5060
"Cristiana/Evangélica (020)",3756,733,781,684,610,423,525
"Otra (021)",1719,312,364,326,260,203,254
"Ninguna (022)",1199,292,356,237,169,67,78
"Hombres (024)",20300,3920,4068,3801,3470,2394,2647
"Católica (025)",17042,3243,3319,3184,2975,2061,2260
"Cristiana/Evangélica (026)",1720,348,366,303,275,188,240
"Otra (027)",785,155,161,166,107,92,104
"Ninguna (028)",753,174,222,148,113,53,43
"Mujeres (030)",22181,3771,4182,4520,3912,2526,3270
"Católica (031)",18765,3111,3430,3890,3368,2166,2800
"Cristiana/Evangélica (032)",2036,385,415,381,335,235,285
"Otra (033)",934,157,203,160,153,111,150
"Ninguna (034)",446,118,134,89,56,14,35
,,,,,,,
"RURAL (036)",28000,4906,4309,4292,4279,3494,6720
"Católica (037)",23590,4067,3636,3603,3622,2965,5697
"Cristiana/Evangélica (038)",3276,609,477,525,503,402,760
"Otra (039)",779,146,111,106,113,97,206
"Ninguna (040)",355,84,85,58,41,30,57
"Hombres (042)",13209,2427,2143,2021,1990,1699,2929
"Católica (043)",11192,2041,1825,1698,1681,1463,2484
"Cristiana/Evangélica (044)",1458,256,216,245,233,182,326
"Otra (045)",368,80,55,47,52,39,95
"Ninguna (046)",191,50,47,31,24,15,24
"Mujeres (048)",14791,2479,2166,2271,2289,1795,3791
"Católica (049)",12398,2026,1811,1905,1941,1502,3213
"Cristiana/Evangélica (050)",1818,353,261,280,270,220,434
"Otra (051)",411,66,56,59,61,58,111
"Ninguna (052)",164,34,38,27,17,15,33
