"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia TOCACHE",,,,,
"Viviendas particulares (001)",1060,195,130,289,446
"Ocupantes presentes (002)",4426,697,570,1216,1943
"Casa independiente",,,,,
"Viviendas particulares (004)",864,106,113,250,395
"Ocupantes presentes (005)",3779,430,514,1077,1758
"Departamento en edificio",,,,,
"Viviendas particulares (007)",19,17,,,2
"Ocupantes presentes (008)",46,43,,,3
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",149,69,11,33,36
"Ocupantes presentes (011)",498,219,37,115,127
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",11,,1,4,6
"Ocupantes presentes (014)",45,,2,20,23
"Choza o cabaña",,,,,
"Viviendas particulares (016)",8,2,,,6
"Ocupantes presentes (017)",32,3,,,29
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",3,,2,1,
"Ocupantes presentes (020)",8,,7,1,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",6,1,3,1,1
"Ocupantes presentes (023)",18,2,10,3,3
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",1019,189,128,285,417
"Ocupantes presentes (029)",4216,671,567,1190,1788
"Casa independiente",,,,,
"Viviendas particulares (031)",831,102,111,246,372
"Ocupantes presentes (032)",3601,407,511,1051,1632
"Departamento en edificio",,,,,
"Viviendas particulares (034)",19,17,,,2
"Ocupantes presentes (035)",46,43,,,3
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",149,69,11,33,36
"Ocupantes presentes (038)",498,219,37,115,127
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",11,,1,4,6
"Ocupantes presentes (041)",45,,2,20,23
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",3,,2,1,
"Ocupantes presentes (047)",8,,7,1,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",6,1,3,1,1
"Ocupantes presentes (050)",18,2,10,3,3
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",41,6,2,4,29
"Ocupantes presentes (056)",210,26,3,26,155
"Casa independiente",,,,,
"Viviendas particulares (058)",33,4,2,4,23
"Ocupantes presentes (059)",178,23,3,26,126
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",8,2,,,6
"Ocupantes presentes (071)",32,3,,,29
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
