"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OXAPAMPA (000)",69961,15302,6759,2174,45878
"Hombres (001)",37267,7445,3436,1420,25079
"Mujeres (002)",32694,7857,3323,754,20799
"PEA (003)",33010,2812,3531,1197,25529
"Hombres (004)",24121,1751,2132,908,19371
"Mujeres (005)",8889,1061,1399,289,6158
"Ocupada (006)",32420,2747,3496,1179,25057
"Hombres (007)",23696,1709,2111,896,19021
"Mujeres (008)",8724,1038,1385,283,6036
"Desocupada (009)",590,65,35,18,472
"Hombres (010)",425,42,21,12,350
"Mujeres (011)",165,23,14,6,122
"No PEA (012)",36951,12490,3228,977,20349
"Hombres (013)",13146,5694,1304,512,5708
"Mujeres (014)",23805,6796,1924,465,14641
,,,,,
"URBANA (018)",27324,4134,4616,1326,17368
"Hombres (019)",14253,1900,2332,927,9186
"Mujeres (020)",13071,2234,2284,399,8182
"PEA (021)",13524,785,2452,718,9613
"Hombres (022)",8966,389,1404,553,6652
"Mujeres (023)",4558,396,1048,165,2961
"Ocupada (024)",13208,773,2424,703,9352
"Hombres (025)",8756,387,1387,543,6471
"Mujeres (026)",4452,386,1037,160,2881
"Desocupada (027)",316,12,28,15,261
"Hombres (028)",210,2,17,10,181
"Mujeres (029)",106,10,11,5,80
"No PEA (030)",13800,3349,2164,608,7755
"Hombres (031)",5287,1511,928,374,2534
"Mujeres (032)",8513,1838,1236,234,5221
,,,,,
"RURAL (036)",42637,11168,2143,848,28510
"Hombres (037)",23014,5545,1104,493,15893
"Mujeres (038)",19623,5623,1039,355,12617
"PEA (039)",19486,2027,1079,479,15916
"Hombres (040)",15155,1362,728,355,12719
"Mujeres (041)",4331,665,351,124,3197
"Ocupada (042)",19212,1974,1072,476,15705
"Hombres (043)",14940,1322,724,353,12550
"Mujeres (044)",4272,652,348,123,3155
"Desocupada (045)",274,53,7,3,211
"Hombres (046)",215,40,4,2,169
"Mujeres (047)",59,13,3,1,42
"No PEA (048)",23151,9141,1064,369,12594
"Hombres (049)",7859,4183,376,138,3174
"Mujeres (050)",15292,4958,688,231,9420
