"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia YAUYOS",,,,,,,,
"Viviendas particulares (001)",7806,6380,1022,26,32,330,8,8
"Ocupantes presentes (002)",25093,20655,3345,69,87,889,14,34
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",7234,5941,940,26,29,285,8,5
"Ocupantes presentes (005)",23502,19437,3096,69,80,781,14,25
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",6,,6,,,,,
"Ocupantes presentes (008)",13,,13,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",30,,23,,1,6,,
"Ocupantes presentes (011)",103,,70,,2,31,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",131,50,48,,1,31,,1
"Ocupantes presentes (014)",407,196,156,,2,52,,1
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",344,335,1,,,7,,1
"Ocupantes presentes (017)",869,837,2,,,24,,6
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",42,41,1,,,,,
"Ocupantes presentes (020)",146,145,1,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",8,3,3,,1,1,,
"Ocupantes presentes (023)",24,13,7,,3,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",11,10,,,,,,1
"Ocupantes presentes (026)",29,27,,,,,,2
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4753,3603,796,22,26,294,5,7
"Ocupantes presentes (029)",15451,11837,2652,61,71,793,9,28
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",4528,3501,715,22,23,257,5,5
"Ocupantes presentes (032)",14734,11460,2405,61,64,710,9,25
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",6,,6,,,,,
"Ocupantes presentes (035)",13,,13,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",30,,23,,1,6,,
"Ocupantes presentes (038)",103,,70,,2,31,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",131,50,48,,1,31,,1
"Ocupantes presentes (041)",407,196,156,,2,52,,1
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",42,41,1,,,,,
"Ocupantes presentes (047)",146,145,1,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",6,2,3,,1,,,
"Ocupantes presentes (050)",20,10,7,,3,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",10,9,,,,,,1
"Ocupantes presentes (053)",28,26,,,,,,2
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",3053,2777,226,4,6,36,3,1
"Ocupantes presentes (056)",9642,8818,693,8,16,96,5,6
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2706,2440,225,4,6,28,3,
"Ocupantes presentes (059)",8768,7977,691,8,16,71,5,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",344,335,1,,,7,,1
"Ocupantes presentes (071)",869,837,2,,,24,,6
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,,,,1,,
"Ocupantes presentes (077)",4,3,,,,1,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
