"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUACAYBAMBA (000)",13239,4031,592,103,8518
"Conviviente (001)",3998,752,122,27,3099
"Separado(a) (002)",284,52,9,1,222
"Casado(a) (003)",3587,661,276,36,2617
"Viudo(a) (004)",660,82,10,2,566
"Divorciado(a) (005)",27,3,3,,21
"Soltero(a) (006)",4683,2481,172,37,1993
"Hombres (008)",6585,1844,313,73,4358
"Conviviente (009)",1939,270,68,19,1583
"Separado(a) (010)",69,6,6,1,56
"Casado(a) (011)",1761,272,146,25,1320
"Viudo(a) (012)",128,12,1,2,113
"Divorciado(a) (013)",12,,,,12
"Soltero(a) (014)",2676,1284,92,26,1274
"Mujeres (016)",6654,2187,279,30,4160
"Conviviente (017)",2059,482,54,8,1516
"Separado(a) (018)",215,46,3,,166
"Casado(a) (019)",1826,389,130,11,1297
"Viudo(a) (020)",532,70,9,,453
"Divorciado(a) (021)",15,3,3,,9
"Soltero(a) (022)",2007,1197,80,11,719
,,,,,
"URBANA (024)",2590,696,390,60,1445
"Conviviente (025)",639,144,78,15,402
"Separado(a) (026)",50,9,7,1,33
"Casado(a) (027)",845,149,185,28,484
"Viudo(a) (028)",98,20,6,2,70
"Divorciado(a) (029)",7,,3,,4
"Soltero(a) (030)",951,374,111,14,452
"Hombres (032)",1313,306,208,51,749
"Conviviente (033)",318,50,44,14,210
"Separado(a) (034)",13,2,4,1,6
"Casado(a) (035)",425,60,99,23,244
"Viudo(a) (036)",23,5,1,2,15
"Divorciado(a) (037)",3,,,,3
"Soltero(a) (038)",531,189,60,11,271
"Mujeres (040)",1277,390,182,9,696
"Conviviente (041)",321,94,34,1,192
"Separado(a) (042)",37,7,3,,27
"Casado(a) (043)",420,89,86,5,240
"Viudo(a) (044)",75,15,5,,55
"Divorciado(a) (045)",4,,3,,1
"Soltero(a) (046)",420,185,51,3,181
,,,,,
"RURAL (048)",10649,3335,202,43,7073
"Conviviente (049)",3359,608,44,12,2697
"Separado(a) (050)",234,43,2,,189
"Casado(a) (051)",2742,512,91,8,2133
"Viudo(a) (052)",562,62,4,,496
"Divorciado(a) (053)",20,3,,,17
"Soltero(a) (054)",3732,2107,61,23,1541
"Hombres (056)",5272,1538,105,22,3609
"Conviviente (057)",1621,220,24,5,1373
"Separado(a) (058)",56,4,2,,50
"Casado(a) (059)",1336,212,47,2,1076
"Viudo(a) (060)",105,7,,,98
"Divorciado(a) (061)",9,,,,9
"Soltero(a) (062)",2145,1095,32,15,1003
"Mujeres (064)",5377,1797,97,21,3464
"Conviviente (065)",1738,388,20,7,1324
"Separado(a) (066)",178,39,,,139
"Casado(a) (067)",1406,300,44,6,1057
"Viudo(a) (068)",457,55,4,,398
"Divorciado(a) (069)",11,3,,,8
"Soltero(a) (070)",1587,1012,29,8,538
