"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",44186,12416,15541,8761,5755,1713
"Hombres (001)",23902,6367,8353,4853,3335,994
"Mujeres (002)",20284,6049,7188,3908,2420,719
"PEA (003)",17876,576,7212,5584,3682,822
"Hombres (004)",13395,378,5443,4154,2773,647
"Mujeres (005)",4481,198,1769,1430,909,175
"Ocupada (006)",16835,520,6606,5341,3571,797
"Hombres (007)",12563,343,4969,3954,2672,625
"Mujeres (008)",4272,177,1637,1387,899,172
"Desocupada (009)",1041,56,606,243,111,25
"Hombres (010)",832,35,474,200,101,22
"Mujeres (011)",209,21,132,43,10,3
"No PEA (012)",26310,11840,8329,3177,2073,891
"Hombres (013)",10507,5989,2910,699,562,347
"Mujeres (014)",15803,5851,5419,2478,1511,544
,,,,,,
"URBANA (018)",13646,3555,4933,2967,1725,466
"Hombres (019)",7174,1772,2576,1558,1003,265
"Mujeres (020)",6472,1783,2357,1409,722,201
"PEA (021)",5370,120,2050,1899,1101,200
"Hombres (022)",3719,78,1409,1292,789,151
"Mujeres (023)",1651,42,641,607,312,49
"Ocupada (024)",4864,102,1753,1780,1040,189
"Hombres (025)",3331,67,1186,1199,737,142
"Mujeres (026)",1533,35,567,581,303,47
"Desocupada (027)",506,18,297,119,61,11
"Hombres (028)",388,11,223,93,52,9
"Mujeres (029)",118,7,74,26,9,2
"No PEA (030)",8276,3435,2883,1068,624,266
"Hombres (031)",3455,1694,1167,266,214,114
"Mujeres (032)",4821,1741,1716,802,410,152
,,,,,,
"RURAL (036)",30540,8861,10608,5794,4030,1247
"Hombres (037)",16728,4595,5777,3295,2332,729
"Mujeres (038)",13812,4266,4831,2499,1698,518
"PEA (039)",12506,456,5162,3685,2581,622
"Hombres (040)",9676,300,4034,2862,1984,496
"Mujeres (041)",2830,156,1128,823,597,126
"Ocupada (042)",11971,418,4853,3561,2531,608
"Hombres (043)",9232,276,3783,2755,1935,483
"Mujeres (044)",2739,142,1070,806,596,125
"Desocupada (045)",535,38,309,124,50,14
"Hombres (046)",444,24,251,107,49,13
"Mujeres (047)",91,14,58,17,1,1
"No PEA (048)",18034,8405,5446,2109,1449,625
"Hombres (049)",7052,4295,1743,433,348,233
"Mujeres (050)",10982,4110,3703,1676,1101,392
