"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOHO (000)",26447,3494,841,223,21905
"Quechua (001)",146,16,18,10,104
"Aymara (002)",22592,2509,588,137,19367
"Asháninka (003)",41,6,,1,34
"Otra lengua nativa (004)",3,,,2,1
"Castellano (005)",3624,956,234,73,2366
"Es Sordomudo/a (007)",41,7,1,,33
"Hombres (009)",12983,1795,445,145,10607
"Quechua (010)",74,11,13,5,47
"Aymara (011)",10917,1260,319,78,9266
"Asháninka (012)",27,5,,1,21
"Otra lengua nativa (013)",1,,,1,
"Castellano (014)",1946,517,112,60,1258
"Es Sordomudo/a (016)",18,2,1,,15
"Mujeres (018)",13464,1699,396,78,11298
"Quechua (019)",72,5,5,5,57
"Aymara (020)",11675,1249,269,59,10101
"Asháninka (021)",14,1,,,13
"Otra lengua nativa (022)",2,,,1,1
"Castellano (023)",1678,439,122,13,1108
"Es Sordomudo/a (025)",23,5,,,18
,,,,,
"URBANA (027)",7560,1026,465,108,5966
"Quechua (028)",71,5,14,6,46
"Aymara (029)",5700,618,276,45,4764
"Asháninka (030)",21,3,,1,17
"Otra lengua nativa (031)",1,,,,1
"Castellano (032)",1762,397,175,56,1136
"Es Sordomudo/a (034)",5,3,,,2
"Hombres (036)",3900,537,248,87,3032
"Quechua (037)",40,4,11,2,23
"Aymara (038)",2901,318,155,33,2398
"Asháninka (039)",16,2,,1,13
"Castellano (041)",940,212,82,51,596
"Es Sordomudo/a (043)",3,1,,,2
"Mujeres (045)",3660,489,217,21,2934
"Quechua (046)",31,1,3,4,23
"Aymara (047)",2799,300,121,12,2366
"Asháninka (048)",5,1,,,4
"Otra lengua nativa (049)",1,,,,1
"Castellano (050)",822,185,93,5,540
"Es Sordomudo/a (052)",2,2,,,
,,,,,
"RURAL (054)",18887,2468,376,115,15939
"Quechua (055)",75,11,4,4,58
"Aymara (056)",16892,1891,312,92,14603
"Asháninka (057)",20,3,,,17
"Otra lengua nativa (058)",2,,,2,
"Castellano (059)",1862,559,59,17,1230
"Es Sordomudo/a (061)",36,4,1,,31
"Hombres (063)",9083,1258,197,58,7575
"Quechua (064)",34,7,2,3,24
"Aymara (065)",8016,942,164,45,6868
"Asháninka (066)",11,3,,,8
"Otra lengua nativa (067)",1,,,1,
"Castellano (068)",1006,305,30,9,662
"Es Sordomudo/a (070)",15,1,1,,13
"Mujeres (072)",9804,1210,179,57,8364
"Quechua (073)",41,4,2,1,34
"Aymara (074)",8876,949,148,47,7735
"Asháninka (075)",9,,,,9
"Otra lengua nativa (076)",1,,,1,
"Castellano (077)",856,254,29,8,568
"Es Sordomudo/a (079)",21,3,,,18
