"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LIMA (000)",2272815,27861,72135,158000,250822,392437,604012,767548
"De 12 a 14 años (001)",2810,,,,,,91,2719
"De 15 a 19 años (002)",35937,,,,,,18075,17862
"De 20 a 24 años (003)",223595,,,,,549,89808,133238
"De 25 a 29 años (004)",300906,,,,,12709,138595,149602
"De 30 a 34 años (005)",298770,,,,84,41497,148504,108685
"De 35 a 39 años (006)",274317,,,,3248,74124,120388,76557
"De 40 a 44 años (007)",241598,,,33,17478,97791,65956,60340
"De 45 a 49 años (008)",205179,,,1703,44760,91084,20044,47588
"De 50 y más años (009)",689703,27861,72135,156264,185252,74683,2551,170957
"PEA (010)",1065774,846,6675,35992,105673,219625,278601,418362
"De 12 a 14 años (011)",276,,,,,,10,266
"De 15 a 19 años (012)",10317,,,,,,4863,5454
"De 20 a 24 años (013)",110254,,,,,335,34254,75665
"De 25 a 29 años (014)",167721,,,,,7774,61102,98845
"De 30 a 34 años (015)",168696,,,,68,25255,71138,72235
"De 35 a 39 años (016)",157896,,,,2235,44482,61346,49833
"De 40 a 44 años (017)",139385,,,21,10545,56870,34377,37572
"De 45 a 49 años (018)",113887,,,948,24178,50265,10316,28180
"De 50 y más años (019)",197342,846,6675,35023,68647,34644,1195,50312
"Ocupada (020)",1032124,802,6524,35356,103480,214199,268752,403011
"De 12 a 14 años (021)",253,,,,,,8,245
"De 15 a 19 años (022)",9373,,,,,,4404,4969
"De 20 a 24 años (023)",103938,,,,,316,32111,71511
"De 25 a 29 años (024)",160796,,,,,7487,58538,94771
"De 30 a 34 años (025)",163583,,,,67,24575,69081,69860
"De 35 a 39 años (026)",153705,,,,2186,43318,59816,48385
"De 40 a 44 años (027)",135912,,,20,10257,55492,33584,36559
"De 45 a 49 años (028)",111186,,,925,23615,49082,10045,27519
"De 50 y más años (029)",193378,802,6524,34411,67355,33929,1165,49192
"Desocupada (030)",33650,44,151,636,2193,5426,9849,15351
"De 12 a 14 años (031)",23,,,,,,2,21
"De 15 a 19 años (032)",944,,,,,,459,485
"De 20 a 24 años (033)",6316,,,,,19,2143,4154
"De 25 a 29 años (034)",6925,,,,,287,2564,4074
"De 30 a 34 años (035)",5113,,,,1,680,2057,2375
"De 35 a 39 años (036)",4191,,,,49,1164,1530,1448
"De 40 a 44 años (037)",3473,,,1,288,1378,793,1013
"De 45 a 49 años (038)",2701,,,23,563,1183,271,661
"De 50 y más años (039)",3964,44,151,612,1292,715,30,1120
"No PEA (040)",1207041,27015,65460,122008,145149,172812,325411,349186
"De 12 a 14 años (041)",2534,,,,,,81,2453
