"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA MAR (000)",26210,2241,3545,15329,496,4445,154
"Conviviente (001)",7987,784,1243,4844,159,930,27
"Separado(a) (002)",808,79,145,518,13,45,8
"Casado(a) (003)",10290,666,968,7049,239,1341,27
"Viudo(a) (004)",1227,31,141,949,19,80,7
"Divorciado(a) (005)",135,18,24,85,2,6,
"Soltero(a) (006)",5763,663,1024,1884,64,2043,85
"Hombres (008)",18998,1433,2652,12288,409,2186,30
"Conviviente (009)",5758,525,898,3950,129,250,6
"Separado(a) (010)",312,36,50,214,6,6,
"Casado(a) (011)",7837,470,732,6142,215,274,4
"Viudo(a) (012)",523,8,50,441,9,15,
"Divorciado(a) (013)",87,11,14,55,2,5,
"Soltero(a) (014)",4481,383,908,1486,48,1636,20
"Mujeres (016)",7212,808,893,3041,87,2259,124
"Conviviente (017)",2229,259,345,894,30,680,21
"Separado(a) (018)",496,43,95,304,7,39,8
"Casado(a) (019)",2453,196,236,907,24,1067,23
"Viudo(a) (020)",704,23,91,508,10,65,7
"Divorciado(a) (021)",48,7,10,30,,1,
"Soltero(a) (022)",1282,280,116,398,16,407,65
,,,,,,,
"URBANA (024)",12020,1681,1746,6367,308,1819,99
"Conviviente (025)",4005,578,641,2211,100,464,11
"Separado(a) (026)",438,66,68,268,12,17,7
"Casado(a) (027)",4303,502,479,2617,144,547,14
"Viudo(a) (028)",484,25,57,349,10,36,7
"Divorciado(a) (029)",74,14,15,42,1,2,
"Soltero(a) (030)",2716,496,486,880,41,753,60
"Hombres (032)",7855,1049,1271,4404,245,869,17
"Conviviente (033)",2597,378,446,1548,77,147,1
"Separado(a) (034)",138,28,23,79,5,3,
"Casado(a) (035)",2964,342,354,2001,130,133,4
"Viudo(a) (036)",152,7,21,111,4,9,
"Divorciado(a) (037)",39,7,6,24,1,1,
"Soltero(a) (038)",1965,287,421,641,28,576,12
"Mujeres (040)",4165,632,475,1963,63,950,82
"Conviviente (041)",1408,200,195,663,23,317,10
"Separado(a) (042)",300,38,45,189,7,14,7
"Casado(a) (043)",1339,160,125,616,14,414,10
"Viudo(a) (044)",332,18,36,238,6,27,7
"Divorciado(a) (045)",35,7,9,18,,1,
"Soltero(a) (046)",751,209,65,239,13,177,48
,,,,,,,
"RURAL (048)",14190,560,1799,8962,188,2626,55
"Conviviente (049)",3982,206,602,2633,59,466,16
"Separado(a) (050)",370,13,77,250,1,28,1
"Casado(a) (051)",5987,164,489,4432,95,794,13
"Viudo(a) (052)",743,6,84,600,9,44,
"Divorciado(a) (053)",61,4,9,43,1,4,
"Soltero(a) (054)",3047,167,538,1004,23,1290,25
"Hombres (056)",11143,384,1381,7884,164,1317,13
"Conviviente (057)",3161,147,452,2402,52,103,5
"Separado(a) (058)",174,8,27,135,1,3,
"Casado(a) (059)",4873,128,378,4141,85,141,
"Viudo(a) (060)",371,1,29,330,5,6,
"Divorciado(a) (061)",48,4,8,31,1,4,
"Soltero(a) (062)",2516,96,487,845,20,1060,8
"Mujeres (064)",3047,176,418,1078,24,1309,42
"Conviviente (065)",821,59,150,231,7,363,11
"Separado(a) (066)",196,5,50,115,,25,1
"Casado(a) (067)",1114,36,111,291,10,653,13
"Viudo(a) (068)",372,5,55,270,4,38,
"Divorciado(a) (069)",13,,1,12,,,
"Soltero(a) (070)",531,71,51,159,3,230,17
