"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia QUISPICANCHI (000)",28394,84439,69972,,1769,82.9,2.1
"De 12 a 14 años (001)",3227,11,11,,1,100,9.1
"De 15 a 19 años (002)",3720,543,526,194,96.9,35.7,
"De 20 a 24 años (003)",3201,3107,2952,443,95,14.3,
"De 25 a 29 años (004)",2871,6049,5633,420,93.1,6.9,
"De 30 a 34 años (005)",2522,8075,7380,309,91.4,3.8,
"De 35 a 39 años (006)",2475,10124,9094,255,89.8,2.5,
"De 40 a 44 años (007)",2089,10369,8973,109,86.5,1.1,
"De 45 a 49 años (008)",1754,9531,8078,38,84.8,0.4,
"De 50 y más años (009)",6535,36630,27325,,74.6,,
"PEA (010)",8659,27676,23407,525,84.6,1.9,
"De 12 a 14 años (011)",188,2,2,,100,,
"De 15 a 19 años (012)",793,157,150,46,95.5,29.3,
"De 20 a 24 años (013)",1159,1053,995,130,94.5,12.3,
"De 25 a 29 años (014)",1093,2053,1913,123,93.2,6,
"De 30 a 34 años (015)",1005,2871,2651,99,92.3,3.4,
"De 35 a 39 años (016)",1000,3800,3423,86,90.1,2.3,
"De 40 a 44 años (017)",846,3928,3393,31,86.4,0.8,
"De 45 a 49 años (018)",684,3428,2930,10,85.5,0.3,
"De 50 y más años (019)",1891,10384,7950,,76.6,,
"Ocupada (020)",8457,27341,23120,504,84.6,1.8,
"De 12 a 14 años (021)",185,2,2,,100,,
"De 15 a 19 años (022)",749,147,140,43,95.2,29.3,
"De 20 a 24 años (023)",1106,1027,970,125,94.4,12.2,
"De 25 a 29 años (024)",1058,2007,1869,114,93.1,5.7,
"De 30 a 34 años (025)",979,2811,2594,96,92.3,3.4,
"De 35 a 39 años (026)",992,3776,3402,85,90.1,2.3,
"De 40 a 44 años (027)",837,3889,3365,31,86.5,0.8,
"De 45 a 49 años (028)",676,3393,2898,10,85.4,0.3,
"De 50 y más años (029)",1875,10289,7880,,76.6,,
"Desocupada (030)",202,335,287,21,85.7,6.3,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",44,10,10,3,100,30,
"De 20 a 24 años (033)",53,26,25,5,96.2,19.2,
"De 25 a 29 años (034)",35,46,44,9,95.7,19.6,
"De 30 a 34 años (035)",26,60,57,3,95,5,
