"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PURUS (000)",36,8,28
"Sin nivel (001)",6,4,2
"Primaria (003)",7,1,6
"Secundaria (004)",13,2,11
"Superior no univ. incompleta (005)",2,,2
"Superior no univ. completa (006)",6,,6
"Superior univ. incompleta (007)",1,,1
"Superior univ. completa (008)",1,1,
"Hombres (010)",31,6,25
"Sin nivel (011)",4,2,2
"Primaria (013)",5,1,4
"Secundaria (014)",13,2,11
"Superior no univ. incompleta (015)",2,,2
"Superior no univ. completa (016)",5,,5
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",1,1,
"Mujeres (020)",5,2,3
"Sin nivel (021)",2,2,
"Primaria (023)",2,,2
"Superior no univ. completa (026)",1,,1
,,,
"AREA URBANA (030)",30,5,25
"Sin nivel (031)",4,3,1
"Primaria (033)",6,1,5
"Secundaria (034)",10,,10
"Superior no univ. incompleta (035)",2,,2
"Superior no univ. completa (036)",6,,6
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,1,
"Hombres (040)",25,3,22
"Sin nivel (041)",2,1,1
"Primaria (043)",4,1,3
"Secundaria (044)",10,,10
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",5,,5
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",1,1,
"Mujeres (050)",5,2,3
"Sin nivel (051)",2,2,
"Primaria (053)",2,,2
"Superior no univ. completa (056)",1,,1
,,,
"AREA RURAL (060)",6,3,3
"Sin nivel (061)",2,1,1
"Primaria (063)",1,,1
"Secundaria (064)",3,2,1
"Hombres (070)",6,3,3
"Sin nivel (071)",2,1,1
"Primaria (073)",1,,1
"Secundaria (074)",3,2,1
