"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia TRUJILLO",,,,,,,
"Viviendas particulares (001)",177643,25966,10881,8667,115644,8007,8478
"Ocupantes presentes (002)",805409,100064,43635,37565,555273,32829,36043
"Casa independiente",,,,,,,
"Viviendas particulares (004)",161897,19055,10273,6562,111029,7232,7746
"Ocupantes presentes (005)",748846,76848,41867,29933,536818,30028,33352
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",9320,4205,,1917,2747,205,246
"Ocupantes presentes (008)",33366,14368,,6889,10445,780,884
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",3028,1556,,152,1072,78,170
"Ocupantes presentes (011)",11458,5142,,609,4715,331,661
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1829,967,,21,566,121,154
"Ocupantes presentes (014)",6924,3144,,98,2527,519,636
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",71,1,11,1,23,28,7
"Ocupantes presentes (017)",299,3,53,5,99,118,21
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1099,38,597,14,101,250,99
"Ocupantes presentes (020)",3300,135,1715,31,335,759,325
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",374,138,,,88,93,55
"Ocupantes presentes (023)",1122,408,,,259,294,161
"Otro tipo",,,,,,,
"Viviendas particulares (025)",25,6,,,18,,1
"Ocupantes presentes (026)",94,16,,,75,,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",173046,25788,10413,8600,112584,7498,8163
"Ocupantes presentes (029)",785917,99304,41620,37311,542133,30755,34794
"Casa independiente",,,,,,,
"Viviendas particulares (031)",157377,18878,9816,6496,107996,6753,7438
"Ocupantes presentes (032)",729668,76091,39905,29684,523788,28076,32124
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",9320,4205,,1917,2747,205,246
"Ocupantes presentes (035)",33366,14368,,6889,10445,780,884
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",3028,1556,,152,1072,78,170
"Ocupantes presentes (038)",11458,5142,,609,4715,331,661
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1829,967,,21,566,121,154
"Ocupantes presentes (041)",6924,3144,,98,2527,519,636
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1099,38,597,14,101,250,99
"Ocupantes presentes (047)",3300,135,1715,31,335,759,325
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",369,138,,,85,91,55
"Ocupantes presentes (050)",1108,408,,,249,290,161
"Otro tipo",,,,,,,
"Viviendas particulares (052)",24,6,,,17,,1
"Ocupantes presentes (053)",93,16,,,74,,3
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4597,178,468,67,3060,509,315
"Ocupantes presentes (056)",19492,760,2015,254,13140,2074,1249
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4520,177,457,66,3033,479,308
"Ocupantes presentes (059)",19178,757,1962,249,13030,1952,1228
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",71,1,11,1,23,28,7
"Ocupantes presentes (071)",299,3,53,5,99,118,21
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,3,2,
"Ocupantes presentes (077)",14,,,,10,4,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
