"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AREQUIPA (000)",21380,105,9891,6787,3958,639
"Conviviente (001)",4786,7,1787,2125,800,67
"Separado(a) (002)",786,,140,339,276,31
"Casado(a) (003)",5021,1,545,1965,2136,374
"Viudo(a) (004)",267,,7,38,139,83
"Divorciado(a) (005)",153,,13,55,70,15
"Soltero(a) (006)",10367,97,7399,2265,537,69
"Hombres (008)",12690,61,5463,3822,2820,524
"Conviviente (009)",2943,4,898,1348,634,59
"Separado(a) (010)",312,,35,107,150,20
"Casado(a) (011)",3173,,238,1019,1585,331
"Viudo(a) (012)",133,,3,8,66,56
"Divorciado(a) (013)",83,,5,27,41,10
"Soltero(a) (014)",6046,57,4284,1313,344,48
"Mujeres (016)",8690,44,4428,2965,1138,115
"Conviviente (017)",1843,3,889,777,166,8
"Separado(a) (018)",474,,105,232,126,11
"Casado(a) (019)",1848,1,307,946,551,43
"Viudo(a) (020)",134,,4,30,73,27
"Divorciado(a) (021)",70,,8,28,29,5
"Soltero(a) (022)",4321,40,3115,952,193,21
,,,,,,
"AREA URBANA (024)",21096,105,9754,6695,3914,628
"Conviviente (025)",4720,7,1770,2088,788,67
"Separado(a) (026)",777,,139,335,272,31
"Casado(a) (027)",4957,1,536,1939,2114,367
"Viudo(a) (028)",263,,7,38,137,81
"Divorciado(a) (029)",153,,13,55,70,15
"Soltero(a) (030)",10226,97,7289,2240,533,67
"Hombres (032)",12488,61,5375,3756,2783,513
"Conviviente (033)",2894,4,888,1321,622,59
"Separado(a) (034)",309,,35,106,148,20
"Casado(a) (035)",3123,,233,999,1567,324
"Viudo(a) (036)",130,,3,8,65,54
"Divorciado(a) (037)",83,,5,27,41,10
"Soltero(a) (038)",5949,57,4211,1295,340,46
"Mujeres (040)",8608,44,4379,2939,1131,115
"Conviviente (041)",1826,3,882,767,166,8
"Separado(a) (042)",468,,104,229,124,11
"Casado(a) (043)",1834,1,303,940,547,43
"Viudo(a) (044)",133,,4,30,72,27
"Divorciado(a) (045)",70,,8,28,29,5
"Soltero(a) (046)",4277,40,3078,945,193,21
,,,,,,
"AREA RURAL (048)",284,,137,92,44,11
"Conviviente (049)",66,,17,37,12,
"Separado(a) (050)",9,,1,4,4,
"Casado(a) (051)",64,,9,26,22,7
"Viudo(a) (052)",4,,,,2,2
"Soltero(a) (054)",141,,110,25,4,2
"Hombres (056)",202,,88,66,37,11
"Conviviente (057)",49,,10,27,12,
"Separado(a) (058)",3,,,1,2,
"Casado(a) (059)",50,,5,20,18,7
"Viudo(a) (060)",3,,,,1,2
"Soltero(a) (062)",97,,73,18,4,2
"Mujeres (064)",82,,49,26,7,
"Conviviente (065)",17,,7,10,,
"Separado(a) (066)",6,,1,3,2,
"Casado(a) (067)",14,,4,6,4,
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",44,,37,7,,
