"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia YUNGUYO",,,,,,,,,
"Viviendas particulares (001)",1293,876,204,74,63,8,5,14,49
"Ocupantes presentes (002)",5092,3438,820,293,240,37,16,56,192
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1275,863,201,73,62,8,5,14,49
"Ocupantes presentes (005)",5015,3386,803,292,233,37,16,56,192
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,5,1,,,,,,
"Ocupantes presentes (008)",26,17,9,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",9,6,1,1,1,,,,
"Ocupantes presentes (011)",38,27,3,1,7,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,1,1,,,,,,
"Ocupantes presentes (014)",7,2,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",6,6,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1138,776,183,67,47,7,5,13,40
"Ocupantes presentes (029)",4357,2905,748,270,184,33,16,53,148
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1121,764,180,66,46,7,5,13,40
"Ocupantes presentes (032)",4286,2859,731,269,177,33,16,53,148
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,5,1,,,,,,
"Ocupantes presentes (035)",26,17,9,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",9,6,1,1,1,,,,
"Ocupantes presentes (038)",38,27,3,1,7,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,1,1,,,,,,
"Ocupantes presentes (041)",7,2,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",155,100,21,7,16,1,,1,9
"Ocupantes presentes (056)",735,533,72,23,56,4,,3,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",154,99,21,7,16,1,,1,9
"Ocupantes presentes (059)",729,527,72,23,56,4,,3,44
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",6,6,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
