"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MARISCAL LUZURIAGA",,,,,,,,
"Hogares (001)",5444,3497,832,190,5,76,85,1818
"Ocupantes presentes (002)",23182,16085,3684,845,23,326,385,6548
"Casa independiente",,,,,,,,
"Hogares (004)",5396,3467,831,190,5,76,85,1800
"Ocupantes presentes (005)",22993,15944,3681,845,23,326,385,6500
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (016)",46,28,,,,,,18
"Ocupantes presentes (017)",181,133,,,,,,48
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",2,2,1,,,,,
"Ocupantes presentes (023)",8,8,3,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",726,551,360,116,5,58,64,132
"Ocupantes presentes (029)",2761,2277,1474,468,23,245,270,333
"Casa independiente",,,,,,,,
"Hogares (031)",725,550,359,116,5,58,64,132
"Ocupantes presentes (032)",2758,2274,1471,468,23,245,270,333
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,1,1,,,,,
"Ocupantes presentes (050)",3,3,3,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4718,2946,472,74,,18,21,1686
"Ocupantes presentes (056)",20421,13808,2210,377,,81,115,6215
"Casa independiente",,,,,,,,
"Hogares (058)",4671,2917,472,74,,18,21,1668
"Ocupantes presentes (059)",20235,13670,2210,377,,81,115,6167
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",46,28,,,,,,18
"Ocupantes presentes (071)",181,133,,,,,,48
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",5,5,,,,,,
"Otro tipo",,,,,,,,
