"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CANDARAVE",,,,,,
"Viviendas particulares (001)",2810,2744,57,9,,
"Ocupantes presentes (002)",8197,7724,379,94,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",2625,2560,56,9,,
"Ocupantes presentes (005)",7785,7316,375,94,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",2,2,,,,
"Ocupantes presentes (011)",6,6,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",37,37,,,,
"Ocupantes presentes (014)",101,101,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",138,137,1,,,
"Ocupantes presentes (017)",289,285,4,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",3,3,,,,
"Ocupantes presentes (020)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",5,5,,,,
"Ocupantes presentes (023)",12,12,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1767,1712,49,6,,
"Ocupantes presentes (029)",5260,4861,334,65,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1721,1666,49,6,,
"Ocupantes presentes (032)",5138,4739,334,65,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",2,2,,,,
"Ocupantes presentes (038)",6,6,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",37,37,,,,
"Ocupantes presentes (041)",101,101,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",3,3,,,,
"Ocupantes presentes (047)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",4,4,,,,
"Ocupantes presentes (050)",11,11,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1043,1032,8,3,,
"Ocupantes presentes (056)",2937,2863,45,29,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",904,894,7,3,,
"Ocupantes presentes (059)",2647,2577,41,29,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",138,137,1,,,
"Ocupantes presentes (071)",289,285,4,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
