"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia FERREÑAFE (000)",27695,4407,9747,9831,759,2280,671
"Conviviente (001)",9052,866,3330,3721,299,710,126
"Separado(a) (002)",1030,183,291,377,15,36,128
"Casado(a) (003)",9476,1743,3108,3725,341,461,98
"Viudo(a) (004)",702,44,155,385,22,66,30
"Divorciado(a) (005)",112,40,21,35,6,3,7
"Soltero(a) (006)",7323,1531,2842,1588,76,1004,282
"Hombres (008)",20449,2497,8741,7273,706,1205,27
"Conviviente (009)",7074,550,2913,3032,286,286,7
"Separado(a) (010)",418,60,200,132,12,14,
"Casado(a) (011)",7366,1132,2876,2882,321,152,3
"Viudo(a) (012)",310,19,107,140,15,27,2
"Divorciado(a) (013)",62,21,14,21,5,1,
"Soltero(a) (014)",5219,715,2631,1066,67,725,15
"Mujeres (016)",7246,1910,1006,2558,53,1075,644
"Conviviente (017)",1978,316,417,689,13,424,119
"Separado(a) (018)",612,123,91,245,3,22,128
"Casado(a) (019)",2110,611,232,843,20,309,95
"Viudo(a) (020)",392,25,48,245,7,39,28
"Divorciado(a) (021)",50,19,7,14,1,2,7
"Soltero(a) (022)",2104,816,211,522,9,279,267
,,,,,,,
"URBANA (024)",16081,3945,4969,5733,317,556,561
"Conviviente (025)",4195,713,1534,1624,76,143,105
"Separado(a) (026)",778,168,172,302,10,14,112
"Casado(a) (027)",6187,1596,1796,2377,160,168,90
"Viudo(a) (028)",347,44,81,176,11,14,21
"Divorciado(a) (029)",87,37,13,24,6,,7
"Soltero(a) (030)",4487,1387,1373,1230,54,217,226
"Hombres (032)",11329,2201,4663,3935,269,244,17
"Conviviente (033)",3210,442,1438,1214,65,47,4
"Separado(a) (034)",300,54,132,102,7,5,
"Casado(a) (035)",4637,1026,1716,1716,140,36,3
"Viudo(a) (036)",152,19,62,58,7,6,
"Divorciado(a) (037)",50,19,10,16,5,,
"Soltero(a) (038)",2980,641,1305,829,45,150,10
"Mujeres (040)",4752,1744,306,1798,48,312,544
"Conviviente (041)",985,271,96,410,11,96,101
"Separado(a) (042)",478,114,40,200,3,9,112
"Casado(a) (043)",1550,570,80,661,20,132,87
"Viudo(a) (044)",195,25,19,118,4,8,21
"Divorciado(a) (045)",37,18,3,8,1,,7
"Soltero(a) (046)",1507,746,68,401,9,67,216
,,,,,,,
"RURAL (048)",11614,462,4778,4098,442,1724,110
"Conviviente (049)",4857,153,1796,2097,223,567,21
"Separado(a) (050)",252,15,119,75,5,22,16
"Casado(a) (051)",3289,147,1312,1348,181,293,8
"Viudo(a) (052)",355,,74,209,11,52,9
"Divorciado(a) (053)",25,3,8,11,,3,
"Soltero(a) (054)",2836,144,1469,358,22,787,56
"Hombres (056)",9120,296,4078,3338,437,961,10
"Conviviente (057)",3864,108,1475,1818,221,239,3
"Separado(a) (058)",118,6,68,30,5,9,
"Casado(a) (059)",2729,106,1160,1166,181,116,
"Viudo(a) (060)",158,,45,82,8,21,2
"Divorciado(a) (061)",12,2,4,5,,1,
"Soltero(a) (062)",2239,74,1326,237,22,575,5
"Mujeres (064)",2494,166,700,760,5,763,100
"Conviviente (065)",993,45,321,279,2,328,18
"Separado(a) (066)",134,9,51,45,,13,16
"Casado(a) (067)",560,41,152,182,,177,8
"Viudo(a) (068)",197,,29,127,3,31,7
"Divorciado(a) (069)",13,1,4,6,,2,
"Soltero(a) (070)",597,70,143,121,,212,51
