"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARABAYA (000)",73946,19113,3184,780,50936
"Menos de 1 año (001)",1615,1101,39,18,457
"De 1 a 14 años (002)",26461,14641,983,304,10551
"De 15 a 29 años (003)",20324,2089,571,199,17477
"De 30 a 44 años (004)",13569,635,1039,166,11751
"De 45 a 64 años (005)",8386,371,481,81,7467
"De 65 y mas años (006)",3591,276,71,12,3233
"Hombres (008)",38408,9579,1807,526,26551
"Menos de 1 año (009)",835,577,24,15,219
"De 1 a 14 años (010)",13714,7599,484,162,5478
"De 15 a 29 años (011)",10463,894,310,145,9126
"De 30 a 44 años (012)",7202,219,602,134,6267
"De 45 a 64 años (013)",4399,162,335,64,3851
"De 65 y mas años (014)",1795,128,52,6,1610
"Mujeres (016)",35538,9534,1377,254,24385
"Menos de 1 año (017)",780,524,15,3,238
"De 1 a 14 años (018)",12747,7042,499,142,5073
"De 15 a 29 años (019)",9861,1195,261,54,8351
"De 30 a 44 años (020)",6367,416,437,32,5484
"De 45 a 64 años (021)",3987,209,146,17,3616
"De 65 y mas años (022)",1796,148,19,6,1623
,,,,,
"URBANA (024)",30329,7523,2587,453,19792
"Menos de 1 año (025)",656,442,31,10,173
"De 1 a 14 años (026)",11212,5553,823,182,4664
"De 15 a 29 años (027)",8262,970,459,115,6722
"De 30 a 44 años (028)",5748,301,831,93,4532
"De 45 a 64 años (029)",3165,154,389,48,2576
"De 65 y mas años (030)",1286,103,54,5,1125
"Hombres (032)",15340,3695,1454,304,9907
"Menos de 1 año (033)",338,226,20,9,83
"De 1 a 14 años (034)",5733,2824,415,103,2395
"De 15 a 29 años (035)",4105,423,235,83,3368
"De 30 a 44 años (036)",2935,104,474,71,2295
"De 45 a 64 años (037)",1650,72,273,36,1271
"De 65 y mas años (038)",579,46,37,2,495
"Mujeres (040)",14989,3828,1133,149,9885
"Menos de 1 año (041)",318,216,11,1,90
"De 1 a 14 años (042)",5479,2729,408,79,2269
"De 15 a 29 años (043)",4157,547,224,32,3354
"De 30 a 44 años (044)",2813,197,357,22,2237
"De 45 a 64 años (045)",1515,82,116,12,1305
"De 65 y mas años (046)",707,57,17,3,630
,,,,,
"RURAL (048)",43617,11590,597,327,31144
"Menos de 1 año (049)",959,659,8,8,284
"De 1 a 14 años (050)",15249,9088,160,122,5887
"De 15 a 29 años (051)",12062,1119,112,84,10755
"De 30 a 44 años (052)",7821,334,208,73,7219
"De 45 a 64 años (053)",5221,217,92,33,4891
"De 65 y mas años (054)",2305,173,17,7,2108
"Hombres (056)",23068,5884,353,222,16644
"Menos de 1 año (057)",497,351,4,6,136
"De 1 a 14 años (058)",7981,4775,69,59,3083
"De 15 a 29 años (059)",6358,471,75,62,5758
"De 30 a 44 años (060)",4267,115,128,63,3972
"De 45 a 64 años (061)",2749,90,62,28,2580
"De 65 y mas años (062)",1216,82,15,4,1115
"Mujeres (064)",20549,5706,244,105,14500
"Menos de 1 año (065)",462,308,4,2,148
"De 1 a 14 años (066)",7268,4313,91,63,2804
"De 15 a 29 años (067)",5704,648,37,22,4997
"De 30 a 44 años (068)",3554,219,80,10,3247
"De 45 a 64 años (069)",2472,127,30,5,2311
"De 65 y mas años (070)",1089,91,2,3,993
