"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONCEPCION (000)",60121,9222,5526,1565,43875
"Menos de 1 año (001)",1059,472,68,15,504
"De 1 a 14 años (002)",19587,6977,1400,423,10801
"De 15 a 29 años (003)",14847,1083,1002,411,12361
"De 30 a 44 años (004)",10733,392,1271,331,8757
"De 45 a 64 años (005)",8756,219,1130,255,7174
"De 65 y mas años (006)",5139,79,655,130,4278
"Hombres (008)",29280,4477,2897,957,21001
"Menos de 1 año (009)",544,238,36,11,259
"De 1 a 14 años (010)",9924,3549,711,221,5448
"De 15 a 29 años (011)",7420,452,575,289,6113
"De 30 a 44 años (012)",5028,112,676,198,4058
"De 45 a 64 años (013)",3998,90,554,153,3220
"De 65 y mas años (014)",2366,36,345,85,1903
"Mujeres (016)",30841,4745,2629,608,22874
"Menos de 1 año (017)",515,234,32,4,245
"De 1 a 14 años (018)",9663,3428,689,202,5353
"De 15 a 29 años (019)",7427,631,427,122,6248
"De 30 a 44 años (020)",5705,280,595,133,4699
"De 45 a 64 años (021)",4758,129,576,102,3954
"De 65 y mas años (022)",2773,43,310,45,2375
,,,,,
"URBANA (024)",30619,3622,4170,1149,21720
"Menos de 1 año (025)",463,174,48,9,232
"De 1 a 14 años (026)",8868,2570,1179,247,4879
"De 15 a 29 años (027)",7947,542,643,331,6435
"De 30 a 44 años (028)",5768,177,847,266,4492
"De 45 a 64 años (029)",4766,104,909,192,3575
"De 65 y mas años (030)",2807,55,544,104,2107
"Hombres (032)",14620,1766,1950,720,10214
"Menos de 1 año (033)",225,81,27,6,111
"De 1 a 14 años (034)",4549,1337,596,133,2484
"De 15 a 29 años (035)",3873,224,305,236,3111
"De 30 a 44 años (036)",2562,52,330,164,2028
"De 45 a 64 años (037)",2138,48,412,114,1575
"De 65 y mas años (038)",1273,24,280,67,905
"Mujeres (040)",15999,1856,2220,429,11506
"Menos de 1 año (041)",238,93,21,3,121
"De 1 a 14 años (042)",4319,1233,583,114,2395
"De 15 a 29 años (043)",4074,318,338,95,3324
"De 30 a 44 años (044)",3206,125,517,102,2464
"De 45 a 64 años (045)",2628,56,497,78,2000
"De 65 y mas años (046)",1534,31,264,37,1202
,,,,,
"RURAL (048)",29502,5600,1356,416,22155
"Menos de 1 año (049)",596,298,20,6,272
"De 1 a 14 años (050)",10719,4407,221,176,5922
"De 15 a 29 años (051)",6900,541,359,80,5926
"De 30 a 44 años (052)",4965,215,424,65,4265
"De 45 a 64 años (053)",3990,115,221,63,3599
"De 65 y mas años (054)",2332,24,111,26,2171
"Hombres (056)",14660,2711,947,237,10787
"Menos de 1 año (057)",319,157,9,5,148
"De 1 a 14 años (058)",5375,2212,115,88,2964
"De 15 a 29 años (059)",3547,228,270,53,3002
"De 30 a 44 años (060)",2466,60,346,34,2030
"De 45 a 64 años (061)",1860,42,142,39,1645
"De 65 y mas años (062)",1093,12,65,18,998
"Mujeres (064)",14842,2889,409,179,11368
"Menos de 1 año (065)",277,141,11,1,124
"De 1 a 14 años (066)",5344,2195,106,88,2958
"De 15 a 29 años (067)",3353,313,89,27,2924
"De 30 a 44 años (068)",2499,155,78,31,2235
"De 45 a 64 años (069)",2130,73,79,24,1954
"De 65 y mas años (070)",1239,12,46,8,1173
