"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ISLAY (000)",41899,4929,6711,8286,7477,5671,8825
"Católica (001)",36040,4306,5676,7131,6457,4917,7553
"Cristiana/Evangélica (002)",2841,277,430,482,484,364,804
"Otra (003)",1991,239,353,410,369,266,354
"Ninguna (004)",1027,107,252,263,167,124,114
"Hombres (006)",21630,2494,3443,4140,3833,2986,4734
"Católica (007)",18383,2171,2910,3511,3287,2565,3939
"Cristiana/Evangélica (008)",1574,140,204,244,254,189,543
"Otra (009)",996,119,175,215,178,140,169
"Ninguna (010)",677,64,154,170,114,92,83
"Mujeres (012)",20269,2435,3268,4146,3644,2685,4091
"Católica (013)",17657,2135,2766,3620,3170,2352,3614
"Cristiana/Evangélica (014)",1267,137,226,238,230,175,261
"Otra (015)",995,120,178,195,191,126,185
"Ninguna (016)",350,43,98,93,53,32,31
,,,,,,,
"URBANA (018)",37910,4503,6018,7469,6712,5165,8043
"Católica (019)",32580,3942,5089,6438,5781,4477,6853
"Cristiana/Evangélica (020)",2596,249,387,430,438,337,755
"Otra (021)",1842,226,327,367,351,239,332
"Ninguna (022)",892,86,215,234,142,112,103
"Hombres (024)",19208,2270,3023,3617,3364,2667,4267
"Católica (025)",16299,1981,2557,3069,2878,2288,3526
"Cristiana/Evangélica (026)",1423,128,175,211,223,172,514
"Otra (027)",906,112,160,189,166,125,154
"Ninguna (028)",580,49,131,148,97,82,73
"Mujeres (030)",18702,2233,2995,3852,3348,2498,3776
"Católica (031)",16281,1961,2532,3369,2903,2189,3327
"Cristiana/Evangélica (032)",1173,121,212,219,215,165,241
"Otra (033)",936,114,167,178,185,114,178
"Ninguna (034)",312,37,84,86,45,30,30
,,,,,,,
"RURAL (036)",3989,426,693,817,765,506,782
"Católica (037)",3460,364,587,693,676,440,700
"Cristiana/Evangélica (038)",245,28,43,52,46,27,49
"Otra (039)",149,13,26,43,18,27,22
"Ninguna (040)",135,21,37,29,25,12,11
"Hombres (042)",2422,224,420,523,469,319,467
"Católica (043)",2084,190,353,442,409,277,413
"Cristiana/Evangélica (044)",151,12,29,33,31,17,29
"Otra (045)",90,7,15,26,12,15,15
"Ninguna (046)",97,15,23,22,17,10,10
"Mujeres (048)",1567,202,273,294,296,187,315
"Católica (049)",1376,174,234,251,267,163,287
"Cristiana/Evangélica (050)",94,16,14,19,15,10,20
"Otra (051)",59,6,11,17,6,12,7
"Ninguna (052)",38,6,14,7,8,2,1
