"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",9430,792,256,2056,3393,507,834,428,1164
"Quechua (001)",378,15,,93,200,13,31,10,16
"Aymara (002)",1499,191,2,484,616,59,63,32,52
"Ashaninca (003)",2,,,2,,,,,
"Otra lengua nativa (004)",15,1,,2,8,2,1,,1
"Castellano (005)",7533,582,254,1475,2569,433,739,386,1095
"Es sordomudo/a (007)",3,3,,,,,,,
"Hombres (009)",5699,293,128,1097,2249,313,572,280,767
"Quechua (010)",274,3,,60,158,7,26,8,12
"Aymara (011)",928,51,1,273,433,47,49,29,45
"Otra lengua nativa (013)",9,,,1,4,2,1,,1
"Castellano (014)",4486,237,127,763,1654,257,496,243,709
"Es sordomudo/a (016)",2,2,,,,,,,
"Mujeres (018)",3731,499,128,959,1144,194,262,148,397
"Quechua (019)",104,12,,33,42,6,5,2,4
"Aymara (020)",571,140,1,211,183,12,14,3,7
"Ashaninca (021)",2,,,2,,,,,
"Otra lengua nativa (022)",6,1,,1,4,,,,
"Castellano (023)",3047,345,127,712,915,176,243,143,386
"Es sordomudo/a (025)",1,1,,,,,,,
,,,,,,,,,
"URBANA (027)",5935,328,155,1076,2260,290,595,264,967
"Quechua (028)",288,8,,66,159,7,26,7,15
"Aymara (029)",762,62,,233,368,29,26,9,35
"Ashaninca (030)",1,,,1,,,,,
"Otra lengua nativa (031)",15,1,,2,8,2,1,,1
"Castellano (032)",4866,254,155,774,1725,252,542,248,916
"Es sordomudo/a (034)",3,3,,,,,,,
"Hombres (036)",3694,134,78,583,1525,175,400,158,641
"Quechua (037)",215,2,,43,129,2,23,5,11
"Aymara (038)",488,11,,130,265,24,18,8,32
"Otra lengua nativa (040)",9,,,1,4,2,1,,1
"Castellano (041)",2980,119,78,409,1127,147,358,145,597
"Es sordomudo/a (043)",2,2,,,,,,,
"Mujeres (045)",2241,194,77,493,735,115,195,106,326
"Quechua (046)",73,6,,23,30,5,3,2,4
"Aymara (047)",274,51,,103,103,5,8,1,3
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",6,1,,1,4,,,,
"Castellano (050)",1886,135,77,365,598,105,184,103,319
"Es sordomudo/a (052)",1,1,,,,,,,
,,,,,,,,,
"RURAL (054)",3495,464,101,980,1133,217,239,164,197
"Quechua (055)",90,7,,27,41,6,5,3,1
"Aymara (056)",737,129,2,251,248,30,37,23,17
"Ashaninca (057)",1,,,1,,,,,
"Castellano (059)",2667,328,99,701,844,181,197,138,179
"Hombres (063)",2005,159,50,514,724,138,172,122,126
"Quechua (064)",59,1,,17,29,5,3,3,1
"Aymara (065)",440,40,1,143,168,23,31,21,13
"Castellano (068)",1506,118,49,354,527,110,138,98,112
"Mujeres (072)",1490,305,51,466,409,79,67,42,71
"Quechua (073)",31,6,,10,12,1,2,,
"Aymara (074)",297,89,1,108,80,7,6,2,4
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",1161,210,50,347,317,71,59,40,67
