"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LAMBAYEQUE (000)",259274,256233,2191,850
"Hombres (001)",128807,127358,993,456
"Mujeres (002)",130467,128875,1198,394
"Menores de 1 año (003)",5599,4638,723,238
"Hombres (004)",2906,2407,363,136
"Mujeres (005)",2693,2231,360,102
"De 1 a 5 años (006)",29362,27789,1037,536
"Hombres (007)",14910,14097,516,297
"Mujeres (008)",14452,13692,521,239
"De 6 a 14 años (009)",54815,54712,71,32
"Hombres (010)",28009,27959,37,13
"Mujeres (011)",26806,26753,34,19
"De 15 a 29 años (012)",68749,68715,24,10
"Hombres (013)",34081,34071,7,3
"Mujeres (014)",34668,34644,17,7
"De 30 a 44 años (015)",46829,46787,34,8
"Hombres (016)",21995,21981,11,3
"Mujeres (017)",24834,24806,23,5
"De 45 a 64 años (018)",37075,36983,79,13
"Hombres (019)",18267,18249,16,2
"Mujeres (020)",18808,18734,63,11
"De 65 a más años (021)",16845,16609,223,13
"Hombres (022)",8639,8594,43,2
"Mujeres (023)",8206,8015,180,11
,,,,
"URBANA (024)",125294,124028,936,330
"Hombres (025)",60620,59995,443,182
"Mujeres (026)",64674,64033,493,148
"Menores de 1 año (027)",2383,1991,304,88
"Hombres (028)",1220,1023,146,51
"Mujeres (029)",1163,968,158,37
"De 1 a 5 años (030)",12757,12043,490,224
"Hombres (031)",6467,6089,253,125
"Mujeres (032)",6290,5954,237,99
"De 6 a 14 años (033)",24028,23995,26,7
"Hombres (034)",12217,12201,13,3
"Mujeres (035)",11811,11794,13,4
"De 15 a 29 años (036)",34242,34232,9,1
"Hombres (037)",16539,16536,3,
"Mujeres (038)",17703,17696,6,1
"De 30 a 44 años (039)",24070,24058,11,1
"Hombres (040)",10781,10776,5,
"Mujeres (041)",13289,13282,6,1
"De 45 a 64 años (042)",19480,19455,22,3
"Hombres (043)",9290,9284,5,1
"Mujeres (044)",10190,10171,17,2
"De 65 a más años (045)",8334,8254,74,6
"Hombres (046)",4106,4086,18,2
"Mujeres (047)",4228,4168,56,4
,,,,
"RURAL (048)",133980,132205,1255,520
"Hombres (049)",68187,67363,550,274
"Mujeres (050)",65793,64842,705,246
"Menores de 1 año (051)",3216,2647,419,150
"Hombres (052)",1686,1384,217,85
"Mujeres (053)",1530,1263,202,65
"De 1 a 5 años (054)",16605,15746,547,312
"Hombres (055)",8443,8008,263,172
"Mujeres (056)",8162,7738,284,140
"De 6 a 14 años (057)",30787,30717,45,25
"Hombres (058)",15792,15758,24,10
"Mujeres (059)",14995,14959,21,15
"De 15 a 29 años (060)",34507,34483,15,9
"Hombres (061)",17542,17535,4,3
"Mujeres (062)",16965,16948,11,6
"De 30 a 44 años (063)",22759,22729,23,7
"Hombres (064)",11214,11205,6,3
"Mujeres (065)",11545,11524,17,4
"De 45 a 64 años (066)",17595,17528,57,10
"Hombres (067)",8977,8965,11,1
"Mujeres (068)",8618,8563,46,9
"De 65 a más años (069)",8511,8355,149,7
"Hombres (070)",4533,4508,25,
"Mujeres (071)",3978,3847,124,7
