"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ASUNCION (000)",2551,2433,13,361,408,395,635,409,161,51,118,9696
"De 15 a 19 años (002)",48,42,1,37,4,,,,,,6,45
"De 20 a 24 años (003)",219,180,2,105,51,15,5,2,,,39,286
"De 25 a 29 años (004)",273,244,,74,92,53,23,2,,,29,525
"De 30 a 34 años (005)",284,268,,41,75,75,69,8,,,16,763
"De 35 a 39 años (006)",290,282,,21,50,67,100,33,10,1,8,1073
"De 40 a 44 años (007)",211,207,,8,22,38,82,37,15,5,4,952
"De 45 a 49 años (008)",201,199,1,5,20,28,54,54,27,10,2,1051
"De 50 y más años (009)",1025,1011,9,70,94,119,302,273,109,35,14,5001
"Conviviente (010)",548,536,4,169,133,80,88,43,14,5,12,1504
"De 15 a 19 años (012)",35,30,1,25,4,,,,,,5,33
"De 20 a 24 años (013)",123,118,1,78,29,7,2,1,,,5,171
"De 25 a 29 años (014)",122,121,,40,50,22,8,1,,,1,244
"De 30 a 34 años (015)",75,74,,16,19,18,19,2,,,1,200
"De 35 a 39 años (016)",58,58,,3,12,17,21,5,,,,199
"De 40 a 44 años (017)",29,29,,1,5,3,10,7,2,1,,137
"De 45 a 49 años (018)",34,34,,1,3,3,9,13,5,,,183
"De 50 y más años (019)",72,72,2,5,11,10,19,14,7,4,,337
"Separado(a) (020)",97,96,,37,21,13,16,6,3,,1,252
"De 15 a 19 años (022)",4,4,,4,,,,,,,,4
"De 20 a 24 años (023)",9,9,,5,2,2,,,,,,15
"De 25 a 29 años (024)",15,15,,10,5,,,,,,,20
"De 30 a 34 años (025)",17,17,,6,8,2,1,,,,,32
"De 35 a 39 años (026)",10,9,,3,2,,4,,,,1,24
"De 40 a 44 años (027)",6,6,,1,,2,3,,,,,21
