"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AIJA (000)",2348,67,672,752,608,249
"Agric., ganadería, caza y silvicultura (001)",1275,62,318,358,339,198
"Pesca (002)",2,,1,1,,
"Explotación de minas y canteras (003)",118,,56,39,22,1
"Industrias manufactureras (004)",37,,11,5,10,11
"Suministro de electricidad, gas y agua (005)",2,,,2,,
"Construcción (006)",117,1,47,35,28,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",116,,35,38,36,7
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,1,,1,
"Comercio al por mayor (009)",6,,1,4,1,
"Comercio al por menor (010)",108,,33,34,34,7
"Hoteles y restaurantes (011)",49,,14,17,16,2
"Trans., almac. y comunicaciones (012)",23,,10,10,3,
"Intermediación financiera (013)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (014)",24,,4,10,10,
"Admin.pub. y defensa; p. segur.soc afil (015)",90,,29,40,18,3
"Enseñanza (016)",174,,18,101,54,1
"Servicios sociales y de salud (017)",33,,12,12,9,
"Otras activ. serv.comun.soc y personales (018)",23,,8,7,7,1
"Hogares privados con servicio doméstico (019)",35,2,13,9,8,3
"Actividad economica no especificada (021)",61,,19,18,19,5
"Desocupado (022)",167,2,76,50,28,11
"Hombres (023)",1758,42,496,555,456,209
"Agric., ganadería, caza y silvicultura (024)",1044,38,260,294,278,174
"Pesca (025)",2,,1,1,,
"Explotación de minas y canteras (026)",117,,55,39,22,1
"Industrias manufactureras (027)",30,,7,5,9,9
"Suministro de electricidad, gas y agua (028)",1,,,1,,
"Construcción (029)",114,1,45,34,28,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",38,,9,19,8,2
"Venta, mant.y rep. veh.autom.y motoc. (031)",2,,1,,1,
"Comercio al por mayor (032)",4,,1,3,,
"Comercio al por menor (033)",32,,7,16,7,2
"Hoteles y restaurantes (034)",4,,,,3,1
"Trans., almac. y comunicaciones (035)",22,,10,9,3,
"Intermediación financiera (036)",1,,,,1,
"Activid.inmobil., empres. y alquileres (037)",16,,2,6,8,
"Admin.pub. y defensa; p. segur.soc afil (038)",58,,16,26,14,2
"Enseñanza (039)",106,,7,59,40,
"Servicios sociales y de salud (040)",13,,3,5,5,
"Otras activ. serv.comun.soc y personales (041)",14,,4,4,6,
"Hogares privados con servicio doméstico (042)",4,1,2,,,1
"Actividad economica no especificada (044)",22,,10,6,4,2
