"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia POMABAMBA (000)",348,3,178,82,56,29
"Conviviente (001)",110,,52,41,14,3
"Separado(a) (002)",15,,8,5,2,
"Casado(a) (003)",77,,6,20,31,20
"Viudo(a) (004)",7,,,,2,5
"Soltero(a) (006)",139,3,112,16,7,1
"Hombres (008)",263,2,123,64,45,29
"Conviviente (009)",92,,43,35,11,3
"Separado(a) (010)",3,,1,2,,
"Casado(a) (011)",72,,5,18,29,20
"Viudo(a) (012)",6,,,,1,5
"Soltero(a) (014)",90,2,74,9,4,1
"Mujeres (016)",85,1,55,18,11,
"Conviviente (017)",18,,9,6,3,
"Separado(a) (018)",12,,7,3,2,
"Casado(a) (019)",5,,1,2,2,
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",49,1,38,7,3,
,,,,,,
"AREA URBANA (024)",91,,53,26,9,3
"Conviviente (025)",29,,17,11,1,
"Separado(a) (026)",7,,5,,2,
"Casado(a) (027)",19,,2,10,4,3
"Soltero(a) (030)",36,,29,5,2,
"Hombres (032)",59,,37,15,4,3
"Conviviente (033)",17,,12,5,,
"Separado(a) (034)",1,,1,,,
"Casado(a) (035)",15,,1,8,3,3
"Soltero(a) (038)",26,,23,2,1,
"Mujeres (040)",32,,16,11,5,
"Conviviente (041)",12,,5,6,1,
"Separado(a) (042)",6,,4,,2,
"Casado(a) (043)",4,,1,2,1,
"Soltero(a) (046)",10,,6,3,1,
,,,,,,
"AREA RURAL (048)",257,3,125,56,47,26
"Conviviente (049)",81,,35,30,13,3
"Separado(a) (050)",8,,3,5,,
"Casado(a) (051)",58,,4,10,27,17
"Viudo(a) (052)",7,,,,2,5
"Soltero(a) (054)",103,3,83,11,5,1
"Hombres (056)",204,2,86,49,41,26
"Conviviente (057)",75,,31,30,11,3
"Separado(a) (058)",2,,,2,,
"Casado(a) (059)",57,,4,10,26,17
"Viudo(a) (060)",6,,,,1,5
"Soltero(a) (062)",64,2,51,7,3,1
"Mujeres (064)",53,1,39,7,6,
"Conviviente (065)",6,,4,,2,
"Separado(a) (066)",6,,3,3,,
"Casado(a) (067)",1,,,,1,
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",39,1,32,4,2,
