"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARAÑON (000)",8605,27318,23175,,651,84.8,2.4
"De 12 a 14 años (001)",1094,7,7,,1,100,14.3
"De 15 a 19 años (002)",1259,289,283,92,97.9,31.8,
"De 20 a 24 años (003)",981,1230,1178,152,95.8,12.4,
"De 25 a 29 años (004)",840,1944,1836,133,94.4,6.8,
"De 30 a 34 años (005)",798,2766,2532,123,91.5,4.4,
"De 35 a 39 años (006)",784,3648,3303,94,90.5,2.6,
"De 40 a 44 años (007)",580,3276,2939,48,89.7,1.5,
"De 45 a 49 años (008)",524,3230,2764,8,85.6,0.2,
"De 50 y más años (009)",1745,10928,8333,,76.3,,
"PEA (010)",916,2651,2335,50,88.1,1.9,
"De 12 a 14 años (011)",15,,,,,,
"De 15 a 19 años (012)",105,19,18,5,94.7,26.3,
"De 20 a 24 años (013)",119,103,99,8,96.1,7.8,
"De 25 a 29 años (014)",118,152,146,12,96.1,7.9,
"De 30 a 34 años (015)",127,304,284,8,93.4,2.6,
"De 35 a 39 años (016)",134,478,459,12,96,2.5,
"De 40 a 44 años (017)",67,298,269,4,90.3,1.3,
"De 45 a 49 años (018)",62,324,292,1,90.1,0.3,
"De 50 y más años (019)",169,973,768,,78.9,,
"Ocupada (020)",875,2599,2290,45,88.1,1.7,
"De 12 a 14 años (021)",13,,,,,,
"De 15 a 19 años (022)",94,19,18,5,94.7,26.3,
"De 20 a 24 años (023)",109,99,95,7,96,7.1,
"De 25 a 29 años (024)",108,131,125,10,95.4,7.6,
"De 30 a 34 años (025)",124,297,283,7,95.3,2.4,
"De 35 a 39 años (026)",132,467,449,11,96.1,2.4,
"De 40 a 44 años (027)",65,293,264,4,90.1,1.4,
"De 45 a 49 años (028)",61,320,288,1,90,0.3,
"De 50 y más años (029)",169,973,768,,78.9,,
"Desocupada (030)",41,52,45,5,86.5,9.6,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",11,,,,,,
"De 20 a 24 años (033)",10,4,4,1,100,25,
"De 25 a 29 años (034)",10,21,21,2,100,9.5,
"De 30 a 34 años (035)",3,7,1,1,14.3,14.3,
"De 35 a 39 años (036)",2,11,10,1,90.9,9.1,
"De 40 a 44 años (037)",2,5,5,,100,,
"De 45 a 49 años (038)",1,4,4,,100,,
