"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ESPINAR (000)",1067,356,711
"Sin nivel (001)",33,5,28
"Educación inicial (002)",1,,1
"Primaria (003)",300,104,196
"Secundaria (004)",546,193,353
"Superior no univ. incompleta (005)",47,15,32
"Superior no univ. completa (006)",88,19,69
"Superior univ. incompleta (007)",23,9,14
"Superior univ. completa (008)",29,11,18
"Hombres (010)",792,239,553
"Sin nivel (011)",17,2,15
"Educación inicial (012)",1,,1
"Primaria (013)",200,60,140
"Secundaria (014)",449,146,303
"Superior no univ. incompleta (015)",36,8,28
"Superior no univ. completa (016)",56,12,44
"Superior univ. incompleta (017)",17,6,11
"Superior univ. completa (018)",16,5,11
"Mujeres (020)",275,117,158
"Sin nivel (021)",16,3,13
"Primaria (023)",100,44,56
"Secundaria (024)",97,47,50
"Superior no univ. incompleta (025)",11,7,4
"Superior no univ. completa (026)",32,7,25
"Superior univ. incompleta (027)",6,3,3
"Superior univ. completa (028)",13,6,7
,,,
"AREA URBANA (030)",731,201,530
"Sin nivel (031)",20,2,18
"Educación inicial (032)",1,,1
"Primaria (033)",174,46,128
"Secundaria (034)",367,110,257
"Superior no univ. incompleta (035)",41,12,29
"Superior no univ. completa (036)",78,13,65
"Superior univ. incompleta (037)",23,9,14
"Superior univ. completa (038)",27,9,18
"Hombres (040)",512,117,395
"Sin nivel (041)",8,1,7
"Educación inicial (042)",1,,1
"Primaria (043)",105,21,84
"Secundaria (044)",290,74,216
"Superior no univ. incompleta (045)",30,5,25
"Superior no univ. completa (046)",46,6,40
"Superior univ. incompleta (047)",17,6,11
"Superior univ. completa (048)",15,4,11
"Mujeres (050)",219,84,135
"Sin nivel (051)",12,1,11
"Primaria (053)",69,25,44
"Secundaria (054)",77,36,41
"Superior no univ. incompleta (055)",11,7,4
"Superior no univ. completa (056)",32,7,25
"Superior univ. incompleta (057)",6,3,3
"Superior univ. completa (058)",12,5,7
,,,
"AREA RURAL (060)",336,155,181
"Sin nivel (061)",13,3,10
"Primaria (063)",126,58,68
"Secundaria (064)",179,83,96
"Superior no univ. incompleta (065)",6,3,3
"Superior no univ. completa (066)",10,6,4
"Superior univ. completa (068)",2,2,
"Hombres (070)",280,122,158
"Sin nivel (071)",9,1,8
"Primaria (073)",95,39,56
"Secundaria (074)",159,72,87
"Superior no univ. incompleta (075)",6,3,3
"Superior no univ. completa (076)",10,6,4
"Superior univ. completa (078)",1,1,
"Mujeres (080)",56,33,23
"Sin nivel (081)",4,2,2
"Primaria (083)",31,19,12
"Secundaria (084)",20,11,9
"Superior univ. completa (088)",1,1,
