"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUACAYBAMBA (000)",4423,3870,231,141,181
"Hombres (001)",3670,3243,181,104,142
"Mujeres (002)",753,627,50,37,39
"De 06 a 14 años (003)",43,42,1,,
"Hombres (004)",31,30,1,,
"Mujeres (005)",12,12,,,
"De 15 a 29 años (006)",1224,1114,50,23,37
"Hombres (007)",997,913,43,16,25
"Mujeres (008)",227,201,7,7,12
"De 30 a 44 años (009)",1688,1399,112,76,101
"Hombres (010)",1359,1146,81,54,78
"Mujeres (011)",329,253,31,22,23
"De 45 a 64 años (012)",1092,953,61,40,38
"Hombres (013)",953,837,50,32,34
"Mujeres (014)",139,116,11,8,4
"De 65 y más años (015)",376,362,7,2,5
"Hombres (016)",330,317,6,2,5
"Mujeres (017)",46,45,1,,
,,,,,
"URBANA (018)",1069,746,105,98,120
"Hombres (019)",766,515,79,71,101
"Mujeres (020)",303,231,26,27,19
"De 06 a 14 años (021)",7,7,,,
"Hombres (022)",5,5,,,
"Mujeres (023)",2,2,,,
"De 15 a 29 años (024)",253,201,15,13,24
"Hombres (025)",171,137,11,7,16
"Mujeres (026)",82,64,4,6,8
"De 30 a 44 años (027)",471,300,48,55,68
"Hombres (028)",318,187,34,39,58
"Mujeres (029)",153,113,14,16,10
"De 45 a 64 años (030)",282,189,39,29,25
"Hombres (031)",223,144,31,24,24
"Mujeres (032)",59,45,8,5,1
"De 65 y más años (033)",56,49,3,1,3
"Hombres (034)",49,42,3,1,3
"Mujeres (035)",7,7,,,
,,,,,
"RURAL (036)",3354,3124,126,43,61
"Hombres (037)",2904,2728,102,33,41
"Mujeres (038)",450,396,24,10,20
"De 06 a 14 años (039)",36,35,1,,
"Hombres (040)",26,25,1,,
"Mujeres (041)",10,10,,,
"De 15 a 29 años (042)",971,913,35,10,13
"Hombres (043)",826,776,32,9,9
"Mujeres (044)",145,137,3,1,4
"De 30 a 44 años (045)",1217,1099,64,21,33
"Hombres (046)",1041,959,47,15,20
"Mujeres (047)",176,140,17,6,13
"De 45 a 64 años (048)",810,764,22,11,13
"Hombres (049)",730,693,19,8,10
"Mujeres (050)",80,71,3,3,3
"De 65 y más años (051)",320,313,4,1,2
"Hombres (052)",281,275,3,1,2
"Mujeres (053)",39,38,1,,
