"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CORONEL PORTILLO",,,,,,,,
"Hogares (001)",74639,37307,46668,18206,6014,21476,6790,16053
"Ocupantes presentes (002)",328463,166434,213267,83904,26676,97101,29527,64492
"Casa independiente",,,,,,,,
"Hogares (004)",66198,33499,43461,17156,5705,20436,6344,12981
"Ocupantes presentes (005)",297160,151891,202091,80158,25499,93480,28063,53031
"Departamento en edificio",,,,,,,,
"Hogares (007)",459,256,377,178,89,224,140,60
"Ocupantes presentes (008)",1311,747,1118,577,320,703,467,140
"Vivienda en quinta",,,,,,,,
"Hogares (010)",2653,1180,1769,535,146,551,230,584
"Ocupantes presentes (011)",7464,3496,5425,1751,547,1843,723,1339
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",550,242,377,134,49,139,42,109
"Ocupantes presentes (014)",1951,884,1435,519,202,546,177,318
"Choza o cabaña",,,,,,,,
"Hogares (016)",3837,1833,347,100,2,32,4,1861
"Ocupantes presentes (017)",17128,8268,1845,507,14,170,14,8102
"Vivienda improvisada",,,,,,,,
"Hogares (019)",806,248,283,78,17,64,9,403
"Ocupantes presentes (020)",3049,1008,1189,332,78,282,36,1387
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",106,44,52,25,6,30,21,31
"Ocupantes presentes (023)",281,116,154,60,16,77,47,84
"Otro tipo",,,,,,,,
"Hogares (025)",30,5,2,,,,,24
"Ocupantes presentes (026)",119,24,10,,,,,91
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",63292,31577,45500,17863,5975,21319,6746,10950
"Ocupantes presentes (029)",277747,140652,207300,82160,26540,96431,29368,42162
"Casa independiente",,,,,,,,
"Hogares (031)",58702,29604,42640,16913,5668,20311,6304,9751
"Ocupantes presentes (032)",263644,134388,197969,78921,25377,92980,27918,38864
"Departamento en edificio",,,,,,,,
"Hogares (034)",459,256,377,178,89,224,140,60
"Ocupantes presentes (035)",1311,747,1118,577,320,703,467,140
"Vivienda en quinta",,,,,,,,
"Hogares (037)",2653,1180,1769,535,146,551,230,584
"Ocupantes presentes (038)",7464,3496,5425,1751,547,1843,723,1339
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",550,242,377,134,49,139,42,109
"Ocupantes presentes (041)",1951,884,1435,519,202,546,177,318
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",806,248,283,78,17,64,9,403
"Ocupantes presentes (047)",3049,1008,1189,332,78,282,36,1387
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",102,44,52,25,6,30,21,27
"Ocupantes presentes (050)",266,116,154,60,16,77,47,69
"Otro tipo",,,,,,,,
"Hogares (052)",20,3,2,,,,,16
"Ocupantes presentes (053)",62,13,10,,,,,45
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",11347,5730,1168,343,39,157,44,5103
"Ocupantes presentes (056)",50716,25782,5967,1744,136,670,159,22330
"Casa independiente",,,,,,,,
"Hogares (058)",7496,3895,821,243,37,125,40,3230
"Ocupantes presentes (059)",33516,17503,4122,1237,122,500,145,14167
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",3837,1833,347,100,2,32,4,1861
"Ocupantes presentes (071)",17128,8268,1845,507,14,170,14,8102
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,,,,,,,4
"Ocupantes presentes (077)",15,,,,,,,15
"Otro tipo",,,,,,,,
"Hogares (079)",10,2,,,,,,8
"Ocupantes presentes (080)",57,11,,,,,,46
