"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANGARAES (000)",10835,1455,1878,5280,101,2044,77
"Conviviente (001)",1896,346,356,889,28,265,12
"Separado(a) (002)",218,31,34,114,3,29,7
"Casado(a) (003)",6126,695,1091,3273,45,1013,9
"Viudo(a) (004)",592,29,64,392,9,94,4
"Divorciado(a) (005)",44,8,11,24,,1,
"Soltero(a) (006)",1959,346,322,588,16,642,45
"Hombres (008)",7819,898,1668,4115,69,1068,1
"Conviviente (009)",1406,214,323,704,22,142,1
"Separado(a) (010)",76,12,12,45,2,5,
"Casado(a) (011)",4798,478,1009,2775,35,501,
"Viudo(a) (012)",260,13,31,179,1,36,
"Divorciado(a) (013)",23,4,10,9,,,
"Soltero(a) (014)",1256,177,283,403,9,384,
"Mujeres (016)",3016,557,210,1165,32,976,76
"Conviviente (017)",490,132,33,185,6,123,11
"Separado(a) (018)",142,19,22,69,1,24,7
"Casado(a) (019)",1328,217,82,498,10,512,9
"Viudo(a) (020)",332,16,33,213,8,58,4
"Divorciado(a) (021)",21,4,1,15,,1,
"Soltero(a) (022)",703,169,39,185,7,258,45
,,,,,,,
"URBANA (024)",4650,1187,714,1985,78,628,58
"Conviviente (025)",983,284,157,434,19,80,9
"Separado(a) (026)",123,25,23,56,3,9,7
"Casado(a) (027)",2352,568,380,1079,36,282,7
"Viudo(a) (028)",242,26,33,151,6,23,3
"Divorciado(a) (029)",27,8,6,12,,1,
"Soltero(a) (030)",923,276,115,253,14,233,32
"Hombres (032)",2935,723,596,1361,51,203,1
"Conviviente (033)",665,178,141,313,14,18,1
"Separado(a) (034)",34,10,4,17,2,1,
"Casado(a) (035)",1618,381,335,812,26,64,
"Viudo(a) (036)",89,11,11,60,1,6,
"Divorciado(a) (037)",12,4,6,2,,,
"Soltero(a) (038)",517,139,99,157,8,114,
"Mujeres (040)",1715,464,118,624,27,425,57
"Conviviente (041)",318,106,16,121,5,62,8
"Separado(a) (042)",89,15,19,39,1,8,7
"Casado(a) (043)",734,187,45,267,10,218,7
"Viudo(a) (044)",153,15,22,91,5,17,3
"Divorciado(a) (045)",15,4,,10,,1,
"Soltero(a) (046)",406,137,16,96,6,119,32
,,,,,,,
"RURAL (048)",6185,268,1164,3295,23,1416,19
"Conviviente (049)",913,62,199,455,9,185,3
"Separado(a) (050)",95,6,11,58,,20,
"Casado(a) (051)",3774,127,711,2194,9,731,2
"Viudo(a) (052)",350,3,31,241,3,71,1
"Divorciado(a) (053)",17,,5,12,,,
"Soltero(a) (054)",1036,70,207,335,2,409,13
"Hombres (056)",4884,175,1072,2754,18,865,
"Conviviente (057)",741,36,182,391,8,124,
"Separado(a) (058)",42,2,8,28,,4,
"Casado(a) (059)",3180,97,674,1963,9,437,
"Viudo(a) (060)",171,2,20,119,,30,
"Divorciado(a) (061)",11,,4,7,,,
"Soltero(a) (062)",739,38,184,246,1,270,
"Mujeres (064)",1301,93,92,541,5,551,19
"Conviviente (065)",172,26,17,64,1,61,3
"Separado(a) (066)",53,4,3,30,,16,
"Casado(a) (067)",594,30,37,231,,294,2
"Viudo(a) (068)",179,1,11,122,3,41,1
"Divorciado(a) (069)",6,,1,5,,,
"Soltero(a) (070)",297,32,23,89,1,139,13
