"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ILO (000)",60591,3775,1720,12799,20296,4812,7419,3711,6059
"Quechua (001)",2735,267,3,827,1071,172,189,80,126
"Aymara (002)",5138,405,20,1516,2158,337,357,141,204
"Ashaninca (003)",19,1,,9,5,1,1,2,
"Otra lengua nativa (004)",117,9,3,21,37,11,13,8,15
"Castellano (005)",52519,3076,1691,10420,17007,4289,6857,3477,5702
"Idioma extranjero (006)",36,,,1,16,2,2,3,12
"Es sordomudo/a (007)",27,17,3,5,2,,,,
"Hombres (009)",30655,1545,848,6071,10922,2525,3702,1915,3127
"Quechua (010)",1315,39,2,341,606,101,97,53,76
"Aymara (011)",2550,70,4,610,1218,211,219,98,120
"Ashaninca (012)",8,,,4,3,,,1,
"Otra lengua nativa (013)",58,6,2,12,19,7,1,6,5
"Castellano (014)",26683,1419,840,5100,9063,2205,3383,1755,2918
"Idioma extranjero (015)",25,,,1,11,1,2,2,8
"Es sordomudo/a (016)",16,11,,3,2,,,,
"Mujeres (018)",29936,2230,872,6728,9374,2287,3717,1796,2932
"Quechua (019)",1420,228,1,486,465,71,92,27,50
"Aymara (020)",2588,335,16,906,940,126,138,43,84
"Ashaninca (021)",11,1,,5,2,1,1,1,
"Otra lengua nativa (022)",59,3,1,9,18,4,12,2,10
"Castellano (023)",25836,1657,851,5320,7944,2084,3474,1722,2784
"Idioma extranjero (024)",11,,,,5,1,,1,4
"Es sordomudo/a (025)",11,6,3,2,,,,,
,,,,,,,,,
"URBANA (027)",59891,3768,1717,12732,19944,4730,7344,3679,5977
"Quechua (028)",2664,266,3,822,1026,157,186,79,125
"Aymara (029)",5096,405,20,1514,2134,326,353,140,204
"Ashaninca (030)",19,1,,9,5,1,1,2,
"Otra lengua nativa (031)",117,9,3,21,37,11,13,8,15
"Castellano (032)",51932,3070,1688,10360,16724,4233,6789,3447,5621
"Idioma extranjero (033)",36,,,1,16,2,2,3,12
"Es sordomudo/a (034)",27,17,3,5,2,,,,
"Hombres (036)",30084,1542,847,6035,10610,2455,3643,1890,3062
"Quechua (037)",1248,38,2,338,561,87,95,52,75
"Aymara (038)",2511,70,4,609,1195,201,215,97,120
"Ashaninca (039)",8,,,4,3,,,1,
"Otra lengua nativa (040)",58,6,2,12,19,7,1,6,5
"Castellano (041)",26218,1417,839,5068,8819,2159,3330,1732,2854
"Idioma extranjero (042)",25,,,1,11,1,2,2,8
"Es sordomudo/a (043)",16,11,,3,2,,,,
"Mujeres (045)",29807,2226,870,6697,9334,2275,3701,1789,2915
"Quechua (046)",1416,228,1,484,465,70,91,27,50
"Aymara (047)",2585,335,16,905,939,125,138,43,84
"Ashaninca (048)",11,1,,5,2,1,1,1,
"Otra lengua nativa (049)",59,3,1,9,18,4,12,2,10
"Castellano (050)",25714,1653,849,5292,7905,2074,3459,1715,2767
"Idioma extranjero (051)",11,,,,5,1,,1,4
"Es sordomudo/a (052)",11,6,3,2,,,,,
,,,,,,,,,
"RURAL (054)",700,7,3,67,352,82,75,32,82
"Quechua (055)",71,1,,5,45,15,3,1,1
"Aymara (056)",42,,,2,24,11,4,1,
"Castellano (059)",587,6,3,60,283,56,68,30,81
"Hombres (063)",571,3,1,36,312,70,59,25,65
"Quechua (064)",67,1,,3,45,14,2,1,1
"Aymara (065)",39,,,1,23,10,4,1,
"Castellano (068)",465,2,1,32,244,46,53,23,64
"Mujeres (072)",129,4,2,31,40,12,16,7,17
"Quechua (073)",4,,,2,,1,1,,
"Aymara (074)",3,,,1,1,1,,,
"Castellano (077)",122,4,2,28,39,10,15,7,17
