"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CARABAYA (000)",36939,5586,11409,9064,10880
"Asiste actualmente (001)",23517,1684,10690,8068,3075
"No asiste (002)",13422,3902,719,996,7805
"Hombres (004)",19102,2884,5860,4790,5568
"Asiste actualmente (005)",12473,842,5494,4369,1768
"No asiste (006)",6629,2042,366,421,3800
"Mujeres (008)",17837,2702,5549,4274,5312
"Asiste actualmente (009)",11044,842,5196,3699,1307
"No asiste (010)",6793,1860,353,575,4005
,,,,,
"URBANA (012)",15491,2228,4917,4031,4315
"Asiste actualmente (013)",10942,909,4697,3762,1574
"No asiste (014)",4549,1319,220,269,2741
"Hombres (016)",7890,1162,2488,2114,2126
"Asiste actualmente (017)",5686,478,2373,1974,861
"No asiste (018)",2204,684,115,140,1265
"Mujeres (020)",7601,1066,2429,1917,2189
"Asiste actualmente (021)",5256,431,2324,1788,713
"No asiste (022)",2345,635,105,129,1476
,,,,,
"RURAL (024)",21448,3358,6492,5033,6565
"Asiste actualmente (025)",12575,775,5993,4306,1501
"No asiste (026)",8873,2583,499,727,5064
"Hombres (028)",11212,1722,3372,2676,3442
"Asiste actualmente (029)",6787,364,3121,2395,907
"No asiste (030)",4425,1358,251,281,2535
"Mujeres (032)",10236,1636,3120,2357,3123
"Asiste actualmente (033)",5788,411,2872,1911,594
"No asiste (034)",4448,1225,248,446,2529
