"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUAYLAS",,,
"Viviendas particulares (001)",12729,8040,4689
"Ocupantes presentes (002)",53368,33848,19520
"Casa independiente",,,
"Viviendas particulares (004)",12527,7913,4614
"Ocupantes presentes (005)",52604,33406,19198
"Departamento en edificio",,,
"Viviendas particulares (007)",28,28,
"Ocupantes presentes (008)",99,99,
"Vivienda en quinta",,,
"Viviendas particulares (010)",45,45,
"Ocupantes presentes (011)",153,153,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",45,41,4
"Ocupantes presentes (014)",172,148,24
"Choza o cabaña",,,
"Viviendas particulares (016)",73,7,66
"Ocupantes presentes (017)",316,29,287
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,,1
"Ocupantes presentes (020)",1,,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",8,4,4
"Ocupantes presentes (023)",21,11,10
"Otro tipo",,,
"Viviendas particulares (025)",2,2,
"Ocupantes presentes (026)",2,2,
,,,
URBANA,,,
"Viviendas particulares (028)",4224,3706,518
"Ocupantes presentes (029)",17187,15235,1952
"Casa independiente",,,
"Viviendas particulares (031)",4103,3590,513
"Ocupantes presentes (032)",16755,14828,1927
"Departamento en edificio",,,
"Viviendas particulares (034)",28,28,
"Ocupantes presentes (035)",99,99,
"Vivienda en quinta",,,
"Viviendas particulares (037)",45,45,
"Ocupantes presentes (038)",153,153,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",45,41,4
"Ocupantes presentes (041)",172,148,24
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,,1
"Ocupantes presentes (047)",1,,1
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,2,
"Ocupantes presentes (050)",7,7,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",8505,4334,4171
"Ocupantes presentes (056)",36181,18613,17568
"Casa independiente",,,
"Viviendas particulares (058)",8424,4323,4101
"Ocupantes presentes (059)",35849,18578,17271
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",73,7,66
"Ocupantes presentes (071)",316,29,287
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",6,2,4
"Ocupantes presentes (077)",14,4,10
"Otro tipo",,,
"Viviendas particulares (079)",2,2,
"Ocupantes presentes (080)",2,2,
