"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTILLA (000)",10175,9885,41,1893,2260,1666,2008,1224,581,212,290,35270
"De 12 a 14 años (001)",10,9,,8,1,,,,,,1,10
"De 15 a 19 años (002)",228,218,5,184,26,2,1,,,,10,246
"De 20 a 24 años (003)",922,838,4,517,253,49,14,1,,,84,1234
"De 25 a 29 años (004)",1213,1134,2,411,466,188,63,4,,,79,2192
"De 30 a 34 años (005)",1241,1197,3,268,450,284,162,25,4,1,44,2929
"De 35 a 39 años (006)",1279,1262,1,158,401,323,294,69,16,,17,3770
"De 40 a 44 años (007)",1081,1066,4,73,250,254,299,142,30,14,15,3945
"De 45 a 49 años (008)",902,896,2,63,132,173,270,186,61,9,6,3835
"De 50 y más años (009)",3299,3265,20,211,281,393,905,797,470,188,34,17109
"PEA (010)",4223,4068,16,878,996,715,815,403,181,64,155,13363
"De 12 a 14 años (011)",3,3,,3,,,,,,,,3
"De 15 a 19 años (012)",67,67,2,57,7,1,,,,,,74
"De 20 a 24 años (013)",341,299,2,191,73,24,9,,,,42,446
"De 25 a 29 años (014)",492,441,2,196,162,65,15,1,,,51,785
"De 30 a 34 años (015)",616,587,1,169,220,118,70,6,2,1,29,1331
"De 35 a 39 años (016)",622,614,1,109,212,146,116,25,5,,8,1671
"De 40 a 44 años (017)",543,538,2,39,139,133,149,60,8,8,5,1897
"De 45 a 49 años (018)",454,450,,36,70,94,126,94,26,4,4,1870
"De 50 y más años (019)",1085,1069,6,78,113,134,330,217,140,51,16,5286
"Ocupada (020)",4124,3977,16,842,972,702,808,396,177,64,147,13133
"De 12 a 14 años (021)",3,3,,3,,,,,,,,3
"De 15 a 19 años (022)",62,62,2,52,7,1,,,,,,69
