"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PASCO (000)",49019,1578,42,9275,20686,2521,3780,2748,8389
"Empleado (001)",12508,47,4,393,2513,712,1704,1075,6060
"Obrero (002)",14080,213,13,1953,8239,943,1218,733,768
"Trabajador independiente (003)",17120,1021,12,5270,7396,680,715,732,1294
"Empleador o patrono (004)",664,18,,161,228,33,38,58,128
"Trabajador familiar no remunerado (005)",3926,244,11,1311,1915,120,85,125,115
"Trabajador del hogar (006)",721,35,2,187,395,33,20,25,24
"Hombres (008)",35763,780,30,6605,16690,1916,2575,2017,5150
"Empleado (009)",7501,10,4,197,1780,467,913,696,3434
"Obrero (010)",13141,132,10,1667,7833,893,1180,705,721
"Trabajador independiente (011)",12205,543,8,3890,5542,463,412,499,848
"Empleador o patrono (012)",522,9,,138,179,23,27,46,100
"Trabajador familiar no remunerado (013)",2272,81,7,694,1283,66,39,61,41
"Trabajador del hogar (014)",122,5,1,19,73,4,4,10,6
"Mujeres (016)",13256,798,12,2670,3996,605,1205,731,3239
"Empleado (017)",5007,37,,196,733,245,791,379,2626
"Obrero (018)",939,81,3,286,406,50,38,28,47
"Trabajador independiente (019)",4915,478,4,1380,1854,217,303,233,446
"Empleador o patrono (020)",142,9,,23,49,10,11,12,28
"Trabajador familiar no remunerado (021)",1654,163,4,617,632,54,46,64,74
"Trabajador del hogar (022)",599,30,1,168,322,29,16,15,18
,,,,,,,,,
"URBANA (024)",37525,819,29,5412,15482,2144,3263,2536,7840
"Empleado (025)",11476,44,3,361,2217,637,1525,1016,5673
"Obrero (026)",11014,124,11,1332,6451,765,964,667,700
"Trabajador independiente (027)",11975,528,9,2914,5373,597,658,674,1222
"Empleador o patrono (028)",509,4,,78,181,30,35,56,125
"Trabajador familiar no remunerado (029)",1907,90,6,564,904,83,63,99,98
"Trabajador del hogar (030)",644,29,,163,356,32,18,24,22
"Hombres (032)",26318,334,23,3519,12142,1592,2142,1843,4723
"Empleado (033)",6708,10,3,177,1527,409,787,650,3145
"Obrero (034)",10361,88,10,1168,6141,720,934,645,655
"Trabajador independiente (035)",7832,202,6,1847,3765,400,370,453,789
"Empleador o patrono (036)",384,1,,61,137,20,24,44,97
"Trabajador familiar no remunerado (037)",926,29,4,254,504,39,24,41,31
"Trabajador del hogar (038)",107,4,,12,68,4,3,10,6
"Mujeres (040)",11207,485,6,1893,3340,552,1121,693,3117
"Empleado (041)",4768,34,,184,690,228,738,366,2528
"Obrero (042)",653,36,1,164,310,45,30,22,45
"Trabajador independiente (043)",4143,326,3,1067,1608,197,288,221,433
"Empleador o patrono (044)",125,3,,17,44,10,11,12,28
"Trabajador familiar no remunerado (045)",981,61,2,310,400,44,39,58,67
"Trabajador del hogar (046)",537,25,,151,288,28,15,14,16
,,,,,,,,,
"RURAL (048)",11494,759,13,3863,5204,377,517,212,549
"Empleado (049)",1032,3,1,32,296,75,179,59,387
"Obrero (050)",3066,89,2,621,1788,178,254,66,68
"Trabajador independiente (051)",5145,493,3,2356,2023,83,57,58,72
"Empleador o patrono (052)",155,14,,83,47,3,3,2,3
"Trabajador familiar no remunerado (053)",2019,154,5,747,1011,37,22,26,17
"Trabajador del hogar (054)",77,6,2,24,39,1,2,1,2
"Hombres (056)",9445,446,7,3086,4548,324,433,174,427
"Empleado (057)",793,,1,20,253,58,126,46,289
"Obrero (058)",2780,44,,499,1692,173,246,60,66
"Trabajador independiente (059)",4373,341,2,2043,1777,63,42,46,59
"Empleador o patrono (060)",138,8,,77,42,3,3,2,3
"Trabajador familiar no remunerado (061)",1346,52,3,440,779,27,15,20,10
"Trabajador del hogar (062)",15,1,1,7,5,,1,,
"Mujeres (064)",2049,313,6,777,656,53,84,38,122
"Empleado (065)",239,3,,12,43,17,53,13,98
"Obrero (066)",286,45,2,122,96,5,8,6,2
"Trabajador independiente (067)",772,152,1,313,246,20,15,12,13
"Empleador o patrono (068)",17,6,,6,5,,,,
"Trabajador familiar no remunerado (069)",673,102,2,307,232,10,7,6,7
"Trabajador del hogar (070)",62,5,1,17,34,1,1,1,2
