"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANAS (000)",9128,7987,562,288,291
"Sin nivel (001)",1276,1245,23,5,3
"Educación inicial (002)",9,8,1,,
"Primaria (003)",4141,3910,154,43,34
"Secundaria (004)",2730,2363,202,79,86
"Superior no univ. incompleta (005)",218,133,44,17,24
"Superior no univ. completa (006)",371,178,71,70,52
"Superior univ. incompleta (007)",123,69,20,9,25
"Superior univ. completa (008)",260,81,47,65,67
"De 06 a 14 años (010)",74,72,2,,
"Sin nivel (011)",1,1,,,
"Educación inicial (012)",2,2,,,
"Primaria (013)",43,41,2,,
"Secundaria (014)",28,28,,,
"De 15 a 29 años (020)",2253,1918,181,64,90
"Sin nivel (021)",40,33,5,1,1
"Educación inicial (022)",4,4,,,
"Primaria (023)",642,608,24,8,2
"Secundaria (024)",1273,1113,99,30,31
"Superior no univ. incompleta (025)",87,53,23,7,4
"Superior no univ. completa (026)",84,44,17,9,14
"Superior univ. incompleta (027)",53,33,3,3,14
"Superior univ. completa (028)",70,30,10,6,24
"De 30 a 44 años (030)",3230,2733,233,136,128
"Sin nivel (031)",189,186,3,,
"Educación inicial (032)",3,2,1,,
"Primaria (033)",1518,1425,61,21,11
"Secundaria (034)",1037,893,77,37,30
"Superior no univ. incompleta (035)",98,64,13,7,14
"Superior no univ. completa (036)",211,103,39,39,30
"Superior univ. incompleta (037)",49,25,13,,11
"Superior univ. completa (038)",125,35,26,32,32
"De 45 a 64 años (040)",2686,2400,132,85,69
"Sin nivel (041)",618,603,10,4,1
"Primaria (043)",1517,1425,60,13,19
"Secundaria (044)",367,307,25,11,24
"Superior no univ. incompleta (045)",31,16,7,2,6
"Superior no univ. completa (046)",73,28,15,22,8
"Superior univ. incompleta (047)",17,7,4,6,
"Superior univ. completa (048)",63,14,11,27,11
"De 65 y más años (050)",885,864,14,3,4
"Sin nivel (051)",428,422,5,,1
"Primaria (053)",421,411,7,1,2
"Secundaria (054)",25,22,1,1,1
"Superior no univ. incompleta (055)",2,,1,1,
"Superior no univ. completa (056)",3,3,,,
"Superior univ. incompleta (057)",4,4,,,
"Superior univ. completa (058)",2,2,,,
,,,,,
"URBANA (060)",1797,1279,209,134,175
"Sin nivel (061)",122,117,4,,1
