"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia BARRANCA (000)",119215,23203,36085,27255,22214,10458
"Hombres (001)",59774,11742,18175,13374,11042,5441
"Mujeres (002)",59441,11461,17910,13881,11172,5017
"PEA (003)",52627,474,17444,18928,13551,2230
"Hombres (004)",35376,314,11851,12317,9252,1642
"Mujeres (005)",17251,160,5593,6611,4299,588
"Ocupada (006)",50480,426,16351,18347,13189,2167
"Hombres (007)",33833,282,11106,11904,8957,1584
"Mujeres (008)",16647,144,5245,6443,4232,583
"Desocupada (009)",2147,48,1093,581,362,63
"Hombres (010)",1543,32,745,413,295,58
"Mujeres (011)",604,16,348,168,67,5
"No PEA (012)",66588,22729,18641,8327,8663,8228
"Hombres (013)",24398,11428,6324,1057,1790,3799
"Mujeres (014)",42190,11301,12317,7270,6873,4429
,,,,,,
"URBANA (018)",101965,19704,30566,23450,19208,9037
"Hombres (019)",50641,9898,15249,11353,9466,4675
"Mujeres (020)",51324,9806,15317,12097,9742,4362
"PEA (021)",44963,360,14660,16361,11743,1839
"Hombres (022)",29449,237,9700,10367,7826,1319
"Mujeres (023)",15514,123,4960,5994,3917,520
"Ocupada (024)",43030,328,13675,15824,11420,1783
"Hombres (025)",28079,215,9039,9993,7565,1267
"Mujeres (026)",14951,113,4636,5831,3855,516
"Desocupada (027)",1933,32,985,537,323,56
"Hombres (028)",1370,22,661,374,261,52
"Mujeres (029)",563,10,324,163,62,4
"No PEA (030)",57002,19344,15906,7089,7465,7198
"Hombres (031)",21192,9661,5549,986,1640,3356
"Mujeres (032)",35810,9683,10357,6103,5825,3842
,,,,,,
"RURAL (036)",17250,3499,5519,3805,3006,1421
"Hombres (037)",9133,1844,2926,2021,1576,766
"Mujeres (038)",8117,1655,2593,1784,1430,655
"PEA (039)",7664,114,2784,2567,1808,391
"Hombres (040)",5927,77,2151,1950,1426,323
"Mujeres (041)",1737,37,633,617,382,68
"Ocupada (042)",7450,98,2676,2523,1769,384
"Hombres (043)",5754,67,2067,1911,1392,317
"Mujeres (044)",1696,31,609,612,377,67
"Desocupada (045)",214,16,108,44,39,7
"Hombres (046)",173,10,84,39,34,6
"Mujeres (047)",41,6,24,5,5,1
"No PEA (048)",9586,3385,2735,1238,1198,1030
"Hombres (049)",3206,1767,775,71,150,443
"Mujeres (050)",6380,1618,1960,1167,1048,587
