"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia URUBAMBA (000)",53606,2431,12838,10441,8769,6941,4970,3278,3938
"Quechua (001)",27523,730,4893,4361,4327,4369,3357,2317,3169
"Aymara (002)",104,2,9,10,27,22,12,9,13
"Ashaninca (003)",4,,2,2,,,,,
"Otra lengua nativa (004)",9,,,6,2,,1,,
"Castellano (005)",25075,1696,7903,5971,4204,2416,1451,788,646
"Idioma extranjero (006)",823,,14,80,199,120,144,162,104
"Es sordomudo/a (007)",68,3,17,11,10,14,5,2,6
"Hombres (009)",27246,1203,6491,5450,4459,3524,2614,1645,1860
"Quechua (010)",13932,345,2510,2351,2248,2186,1730,1120,1442
"Aymara (011)",56,2,5,7,13,13,6,2,8
"Ashaninca (012)",2,,1,1,,,,,
"Otra lengua nativa (013)",4,,,3,1,,,,
"Castellano (014)",12783,854,3963,3045,2093,1253,798,436,341
"Idioma extranjero (015)",435,,6,36,98,64,77,87,67
"Es sordomudo/a (016)",34,2,6,7,6,8,3,,2
"Mujeres (018)",26360,1228,6347,4991,4310,3417,2356,1633,2078
"Quechua (019)",13591,385,2383,2010,2079,2183,1627,1197,1727
"Aymara (020)",48,,4,3,14,9,6,7,5
"Ashaninca (021)",2,,1,1,,,,,
"Otra lengua nativa (022)",5,,,3,1,,1,,
"Castellano (023)",12292,842,3940,2926,2111,1163,653,352,305
"Idioma extranjero (024)",388,,8,44,101,56,67,75,37
"Es sordomudo/a (025)",34,1,11,4,4,6,2,2,4
,,,,,,,,,
"URBANA (027)",26393,1060,5520,5410,5036,3468,2445,1613,1841
"Quechua (028)",8231,66,756,1237,1509,1453,1167,807,1236
"Aymara (029)",80,,6,6,24,18,9,6,11
"Ashaninca (030)",4,,2,2,,,,,
"Otra lengua nativa (031)",9,,,6,2,,1,,
"Castellano (032)",17260,992,4744,4076,3301,1882,1131,642,492
"Idioma extranjero (033)",787,,9,79,196,109,136,157,101
"Es sordomudo/a (034)",22,2,3,4,4,6,1,1,1
"Hombres (036)",13377,539,2755,2726,2592,1777,1272,829,887
"Quechua (037)",4261,32,379,689,874,739,590,396,562
"Aymara (038)",41,,2,4,11,12,4,1,7
"Ashaninca (039)",2,,1,1,,,,,
"Otra lengua nativa (040)",4,,,3,1,,,,
"Castellano (041)",8649,505,2369,1991,1608,967,607,349,253
"Idioma extranjero (042)",409,,4,36,95,57,70,83,64
"Es sordomudo/a (043)",11,2,,2,3,2,1,,1
"Mujeres (045)",13016,521,2765,2684,2444,1691,1173,784,954
"Quechua (046)",3970,34,377,548,635,714,577,411,674
"Aymara (047)",39,,4,2,13,6,5,5,4
"Ashaninca (048)",2,,1,1,,,,,
"Otra lengua nativa (049)",5,,,3,1,,1,,
"Castellano (050)",8611,487,2375,2085,1693,915,524,293,239
"Idioma extranjero (051)",378,,5,43,101,52,66,74,37
"Es sordomudo/a (052)",11,,3,2,1,4,,1,
,,,,,,,,,
"RURAL (054)",27213,1371,7318,5031,3733,3473,2525,1665,2097
"Quechua (055)",19292,664,4137,3124,2818,2916,2190,1510,1933
"Aymara (056)",24,2,3,4,3,4,3,3,2
"Castellano (059)",7815,704,3159,1895,903,534,320,146,154
"Idioma extranjero (060)",36,,5,1,3,11,8,5,3
"Es sordomudo/a (061)",46,1,14,7,6,8,4,1,5
"Hombres (063)",13869,664,3736,2724,1867,1747,1342,816,973
"Quechua (064)",9671,313,2131,1662,1374,1447,1140,724,880
"Aymara (065)",15,2,3,3,2,1,2,1,1
"Castellano (068)",4134,349,1594,1054,485,286,191,87,88
"Idioma extranjero (069)",26,,2,,3,7,7,4,3
"Es sordomudo/a (070)",23,,6,5,3,6,2,,1
"Mujeres (072)",13344,707,3582,2307,1866,1726,1183,849,1124
"Quechua (073)",9621,351,2006,1462,1444,1469,1050,786,1053
"Aymara (074)",9,,,1,1,3,1,2,1
"Castellano (077)",3681,355,1565,841,418,248,129,59,66
"Idioma extranjero (078)",10,,3,1,,4,1,1,
"Es sordomudo/a (079)",23,1,8,2,3,2,2,1,4
