"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia BOLIVAR (000)",15368,1053,4726,2657,1963,1852,1296,856,965
"Quechua (001)",8,,4,1,1,1,1,,
"Aymara (002)",1,,1,,,,,,
"Ashaninca (003)",1,,,,1,,,,
"Otra lengua nativa (004)",89,7,14,22,12,13,9,4,8
"Castellano (005)",15201,1044,4705,2622,1936,1820,1275,847,952
"Es sordomudo/a (007)",68,2,2,12,13,18,11,5,5
"Hombres (009)",7959,558,2441,1406,980,938,694,461,481
"Quechua (010)",4,,1,1,1,,1,,
"Otra lengua nativa (013)",57,6,7,12,9,11,6,3,3
"Castellano (014)",7862,550,2432,1387,966,916,680,454,477
"Es sordomudo/a (016)",36,2,1,6,4,11,7,4,1
"Mujeres (018)",7409,495,2285,1251,983,914,602,395,484
"Quechua (019)",4,,3,,,1,,,
"Aymara (020)",1,,1,,,,,,
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",32,1,7,10,3,2,3,1,5
"Castellano (023)",7339,494,2273,1235,970,904,595,393,475
"Es sordomudo/a (025)",32,,1,6,9,7,4,1,4
,,,,,,,,,
"URBANA (027)",5411,297,1520,923,679,733,556,337,366
"Quechua (028)",4,,1,,1,1,1,,
"Otra lengua nativa (031)",1,,,,,,1,,
"Castellano (032)",5392,296,1518,921,677,727,553,336,364
"Es sordomudo/a (034)",14,1,1,2,1,5,1,1,2
"Hombres (036)",2728,159,752,479,319,370,292,184,173
"Quechua (037)",2,,,,1,,1,,
"Castellano (041)",2718,158,751,477,318,367,291,183,173
"Es sordomudo/a (043)",8,1,1,2,,3,,1,
"Mujeres (045)",2683,138,768,444,360,363,264,153,193
"Quechua (046)",2,,1,,,1,,,
"Otra lengua nativa (049)",1,,,,,,1,,
"Castellano (050)",2674,138,767,444,359,360,262,153,191
"Es sordomudo/a (052)",6,,,,1,2,1,,2
,,,,,,,,,
"RURAL (054)",9957,756,3206,1734,1284,1119,740,519,599
"Quechua (055)",4,,3,1,,,,,
"Aymara (056)",1,,1,,,,,,
"Ashaninca (057)",1,,,,1,,,,
"Otra lengua nativa (058)",88,7,14,22,12,13,8,4,8
"Castellano (059)",9809,748,3187,1701,1259,1093,722,511,588
"Es sordomudo/a (061)",54,1,1,10,12,13,10,4,3
"Hombres (063)",5231,399,1689,927,661,568,402,277,308
"Quechua (064)",2,,1,1,,,,,
"Otra lengua nativa (067)",57,6,7,12,9,11,6,3,3
"Castellano (068)",5144,392,1681,910,648,549,389,271,304
"Es sordomudo/a (070)",28,1,,4,4,8,7,3,1
"Mujeres (072)",4726,357,1517,807,623,551,338,242,291
"Quechua (073)",2,,2,,,,,,
"Aymara (074)",1,,1,,,,,,
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",31,1,7,10,3,2,2,1,5
"Castellano (077)",4665,356,1506,791,611,544,333,240,284
"Es sordomudo/a (079)",26,,1,6,8,5,3,1,2
