"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GRAN CHIMU (000)",26528,6973,2331,618,16633
"Hombres (001)",14421,3365,1522,407,9147
"Mujeres (002)",12107,3608,809,211,7486
"PEA (003)",10568,1207,1513,374,7490
"Hombres (004)",9054,1007,1183,314,6564
"Mujeres (005)",1514,200,330,60,926
"Ocupada (006)",10214,1166,1501,359,7203
"Hombres (007)",8757,973,1174,299,6324
"Mujeres (008)",1457,193,327,60,879
"Desocupada (009)",354,41,12,15,287
"Hombres (010)",297,34,9,15,240
"Mujeres (011)",57,7,3,,47
"No PEA (012)",15960,5766,818,244,9143
"Hombres (013)",5367,2358,339,93,2583
"Mujeres (014)",10593,3408,479,151,6560
,,,,,
"URBANA (018)",5876,1509,972,220,3191
"Hombres (019)",2910,683,489,130,1617
"Mujeres (020)",2966,826,483,90,1574
"PEA (021)",2409,300,459,119,1537
"Hombres (022)",1688,207,271,86,1128
"Mujeres (023)",721,93,188,33,409
"Ocupada (024)",2343,294,453,118,1484
"Hombres (025)",1635,203,267,85,1084
"Mujeres (026)",708,91,186,33,400
"Desocupada (027)",66,6,6,1,53
"Hombres (028)",53,4,4,1,44
"Mujeres (029)",13,2,2,,9
"No PEA (030)",3467,1209,513,101,1654
"Hombres (031)",1222,476,218,44,489
"Mujeres (032)",2245,733,295,57,1165
,,,,,
"RURAL (036)",20652,5464,1359,398,13442
"Hombres (037)",11511,2682,1033,277,7530
"Mujeres (038)",9141,2782,326,121,5912
"PEA (039)",8159,907,1054,255,5953
"Hombres (040)",7366,800,912,228,5436
"Mujeres (041)",793,107,142,27,517
"Ocupada (042)",7871,872,1048,241,5719
"Hombres (043)",7122,770,907,214,5240
"Mujeres (044)",749,102,141,27,479
"Desocupada (045)",288,35,6,14,234
"Hombres (046)",244,30,5,14,196
"Mujeres (047)",44,5,1,,38
"No PEA (048)",12493,4557,305,143,7489
"Hombres (049)",4145,1882,121,49,2094
"Mujeres (050)",8348,2675,184,94,5395
