"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PURUS (000)",2479,456,547,622,441,201,212
"Conviviente (001)",1306,57,305,455,280,108,101
"Separado(a) (002)",47,4,9,10,8,12,4
"Casado(a) (003)",294,2,13,70,94,60,55
"Viudo(a) (004)",74,,1,3,10,12,48
"Divorciado(a) (005)",4,,2,,1,1,
"Soltero(a) (006)",754,393,217,84,48,8,4
"Hombres (008)",1339,230,293,331,257,111,117
"Conviviente (009)",653,12,124,232,162,65,58
"Separado(a) (010)",13,,1,3,1,5,3
"Casado(a) (011)",168,1,7,33,55,34,38
"Viudo(a) (012)",20,,,1,4,,15
"Divorciado(a) (013)",2,,,,1,1,
"Soltero(a) (014)",483,217,161,62,34,6,3
"Mujeres (016)",1140,226,254,291,184,90,95
"Conviviente (017)",653,45,181,223,118,43,43
"Separado(a) (018)",34,4,8,7,7,7,1
"Casado(a) (019)",126,1,6,37,39,26,17
"Viudo(a) (020)",54,,1,2,6,12,33
"Divorciado(a) (021)",2,,2,,,,
"Soltero(a) (022)",271,176,56,22,14,2,1
,,,,,,,
"URBANA (024)",908,148,195,249,174,80,62
"Conviviente (025)",397,12,83,161,85,35,21
"Separado(a) (026)",19,1,1,2,5,6,4
"Casado(a) (027)",142,1,4,34,50,29,24
"Viudo(a) (028)",17,,,,3,3,11
"Divorciado(a) (029)",3,,1,,1,1,
"Soltero(a) (030)",330,134,106,52,30,6,2
"Hombres (032)",517,76,111,131,108,50,41
"Conviviente (033)",206,3,29,82,54,24,14
"Separado(a) (034)",6,,,,1,2,3
"Casado(a) (035)",86,1,2,15,30,19,19
"Viudo(a) (036)",5,,,,2,,3
"Divorciado(a) (037)",2,,,,1,1,
"Soltero(a) (038)",212,72,80,34,20,4,2
"Mujeres (040)",391,72,84,118,66,30,21
"Conviviente (041)",191,9,54,79,31,11,7
"Separado(a) (042)",13,1,1,2,4,4,1
"Casado(a) (043)",56,,2,19,20,10,5
"Viudo(a) (044)",12,,,,1,3,8
"Divorciado(a) (045)",1,,1,,,,
"Soltero(a) (046)",118,62,26,18,10,2,
,,,,,,,
"RURAL (048)",1571,308,352,373,267,121,150
"Conviviente (049)",909,45,222,294,195,73,80
"Separado(a) (050)",28,3,8,8,3,6,
"Casado(a) (051)",152,1,9,36,44,31,31
"Viudo(a) (052)",57,,1,3,7,9,37
"Divorciado(a) (053)",1,,1,,,,
"Soltero(a) (054)",424,259,111,32,18,2,2
"Hombres (056)",822,154,182,200,149,61,76
"Conviviente (057)",447,9,95,150,108,41,44
"Separado(a) (058)",7,,1,3,,3,
"Casado(a) (059)",82,,5,18,25,15,19
"Viudo(a) (060)",15,,,1,2,,12
"Soltero(a) (062)",271,145,81,28,14,2,1
"Mujeres (064)",749,154,170,173,118,60,74
"Conviviente (065)",462,36,127,144,87,32,36
"Separado(a) (066)",21,3,7,5,3,3,
"Casado(a) (067)",70,1,4,18,19,16,12
"Viudo(a) (068)",42,,1,2,5,9,25
"Divorciado(a) (069)",1,,1,,,,
"Soltero(a) (070)",153,114,30,4,4,,1
