"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CHEPEN (000)",38958,18038,1949,661,17092,432,38,104,4,640
"Hombres (001)",13220,8946,1247,437,1911,195,25,68,4,387
"Mujeres (002)",25738,9092,702,224,15181,237,13,36,,253
"De 06 a 14 años (003)",13494,12958,,,319,98,,6,,113
"Hombres (004)",6762,6528,,,118,53,,4,,59
"Mujeres (005)",6732,6430,,,201,45,,2,,54
"De 15 a 29 años (006)",10348,4958,12,80,5070,,17,23,4,184
"Hombres (007)",3151,2373,3,40,600,,11,13,4,107
"Mujeres (008)",7197,2585,9,40,4470,,6,10,,77
"De 30 a 44 años (009)",5557,96,38,110,5198,,9,17,,89
"Hombres (010)",534,34,16,62,344,,6,13,,59
"Mujeres (011)",5023,62,22,48,4854,,3,4,,30
"De 45 a 64 años (012)",5154,22,362,211,4385,2,12,26,,134
"Hombres (013)",925,8,200,148,447,1,8,19,,94
"Mujeres (014)",4229,14,162,63,3938,1,4,7,,40
"De 65 y más años (015)",4405,4,1537,260,2120,332,,32,,120
"Hombres (016)",1848,3,1028,187,402,141,,19,,68
"Mujeres (017)",2557,1,509,73,1718,191,,13,,52
,,,,,,,,,,
"AREA URBANA (018)",31614,14804,1678,458,13650,356,35,83,3,547
"Hombres (019)",10797,7276,1053,277,1639,156,22,54,3,317
"Mujeres (020)",20817,7528,625,181,12011,200,13,29,,230
"De 06 a 14 años (021)",10869,10457,,,246,66,,4,,96
"Hombres (022)",5401,5218,,,95,35,,3,,50
"Mujeres (023)",5468,5239,,,151,31,,1,,46
"De 15 a 29 años (024)",8434,4243,11,52,3929,,16,18,3,162
"Hombres (025)",2675,2020,3,28,511,,10,10,3,90
"Mujeres (026)",5759,2223,8,24,3418,,6,8,,72
"De 30 a 44 años (027)",4428,84,35,73,4141,,9,13,,73
"Hombres (028)",420,29,13,33,282,,6,10,,47
"Mujeres (029)",4008,55,22,40,3859,,3,3,,26
"De 45 a 64 años (030)",4156,16,320,148,3528,2,10,23,,109
"Hombres (031)",754,6,174,92,386,1,6,17,,72
"Mujeres (032)",3402,10,146,56,3142,1,4,6,,37
"De 65 y más años (033)",3727,4,1312,185,1806,288,,25,,107
"Hombres (034)",1547,3,863,124,365,120,,14,,58
"Mujeres (035)",2180,1,449,61,1441,168,,11,,49
,,,,,,,,,,
"AREA RURAL (036)",7344,3234,271,203,3442,76,3,21,1,93
"Hombres (037)",2423,1670,194,160,272,39,3,14,1,70
"Mujeres (038)",4921,1564,77,43,3170,37,,7,,23
"De 06 a 14 años (039)",2625,2501,,,73,32,,2,,17
"Hombres (040)",1361,1310,,,23,18,,1,,9
"Mujeres (041)",1264,1191,,,50,14,,1,,8
"De 15 a 29 años (042)",1914,715,1,28,1141,,1,5,1,22
"Hombres (043)",476,353,,12,89,,1,3,1,17
"Mujeres (044)",1438,362,1,16,1052,,,2,,5
"De 30 a 44 años (045)",1129,12,3,37,1057,,,4,,16
"Hombres (046)",114,5,3,29,62,,,3,,12
"Mujeres (047)",1015,7,,8,995,,,1,,4
"De 45 a 64 años (048)",998,6,42,63,857,,2,3,,25
"Hombres (049)",171,2,26,56,61,,2,2,,22
"Mujeres (050)",827,4,16,7,796,,,1,,3
"De 65 y más años (051)",678,,225,75,314,44,,7,,13
"Hombres (052)",301,,165,63,37,21,,5,,10
"Mujeres (053)",377,,60,12,277,23,,2,,3
