"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia POMABAMBA (000)",5867,1231,1268,2598,19,623,128
"Conviviente (001)",2303,396,586,1101,5,194,21
"Separado(a) (002)",149,35,21,61,1,15,16
"Casado(a) (003)",2058,555,374,992,5,120,12
"Viudo(a) (004)",162,13,19,91,,32,7
"Divorciado(a) (005)",15,4,1,6,,4,
"Soltero(a) (006)",1180,228,267,347,8,258,72
"Hombres (008)",4604,772,1207,2227,16,363,19
"Conviviente (009)",1915,261,563,983,3,103,2
"Separado(a) (010)",53,14,16,19,,3,1
"Casado(a) (011)",1673,360,363,896,5,48,1
"Viudo(a) (012)",72,,11,55,,6,
"Divorciado(a) (013)",4,1,1,2,,,
"Soltero(a) (014)",887,136,253,272,8,203,15
"Mujeres (016)",1263,459,61,371,3,260,109
"Conviviente (017)",388,135,23,118,2,91,19
"Separado(a) (018)",96,21,5,42,1,12,15
"Casado(a) (019)",385,195,11,96,,72,11
"Viudo(a) (020)",90,13,8,36,,26,7
"Divorciado(a) (021)",11,3,,4,,4,
"Soltero(a) (022)",293,92,14,75,,55,57
,,,,,,,
"URBANA (024)",1946,912,173,680,15,88,78
"Conviviente (025)",639,279,72,243,5,29,11
"Separado(a) (026)",76,28,3,35,1,,9
"Casado(a) (027)",750,437,36,241,3,26,7
"Viudo(a) (028)",50,11,4,30,,3,2
"Divorciado(a) (029)",4,2,,2,,,
"Soltero(a) (030)",427,155,58,129,6,30,49
"Hombres (032)",1231,546,165,460,12,39,9
"Conviviente (033)",429,175,69,171,3,9,2
"Separado(a) (034)",22,10,3,8,,,1
"Casado(a) (035)",485,269,34,173,3,6,
"Viudo(a) (036)",15,,2,12,,1,
"Divorciado(a) (037)",2,1,,1,,,
"Soltero(a) (038)",278,91,57,95,6,23,6
"Mujeres (040)",715,366,8,220,3,49,69
"Conviviente (041)",210,104,3,72,2,20,9
"Separado(a) (042)",54,18,,27,1,,8
"Casado(a) (043)",265,168,2,68,,20,7
"Viudo(a) (044)",35,11,2,18,,2,2
"Divorciado(a) (045)",2,1,,1,,,
"Soltero(a) (046)",149,64,1,34,,7,43
,,,,,,,
"RURAL (048)",3921,319,1095,1918,4,535,50
"Conviviente (049)",1664,117,514,858,,165,10
"Separado(a) (050)",73,7,18,26,,15,7
"Casado(a) (051)",1308,118,338,751,2,94,5
"Viudo(a) (052)",112,2,15,61,,29,5
"Divorciado(a) (053)",11,2,1,4,,4,
"Soltero(a) (054)",753,73,209,218,2,228,23
"Hombres (056)",3373,226,1042,1767,4,324,10
"Conviviente (057)",1486,86,494,812,,94,
"Separado(a) (058)",31,4,13,11,,3,
"Casado(a) (059)",1188,91,329,723,2,42,1
"Viudo(a) (060)",57,,9,43,,5,
"Divorciado(a) (061)",2,,1,1,,,
"Soltero(a) (062)",609,45,196,177,2,180,9
"Mujeres (064)",548,93,53,151,,211,40
"Conviviente (065)",178,31,20,46,,71,10
"Separado(a) (066)",42,3,5,15,,12,7
"Casado(a) (067)",120,27,9,28,,52,4
"Viudo(a) (068)",55,2,6,18,,24,5
"Divorciado(a) (069)",9,2,,3,,4,
"Soltero(a) (070)",144,28,13,41,,48,14
