"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia NAZCA (000)",23355,14654,2924,2570,3207
"Empleado (001)",6244,2150,897,1342,1855
"Obrero (002)",6533,2820,1213,1172,1328
"Trabajador independiente (003)",8730,8072,658,,
"Empleador o patrono (004)",408,285,66,40,17
"Trabajador familiar no remunerado (005)",902,789,90,16,7
"Trabajador del hogar (006)",538,538,,,
"De 06 a 14 años (008)",362,300,45,14,3
"Empleado (009)",41,32,7,1,1
"Obrero (010)",70,46,13,9,2
"Trabajador independiente (011)",73,65,8,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",164,143,17,4,
"Trabajador del hogar (014)",13,13,,,
"De 15 a 29 años (016)",6994,4438,1046,781,729
"Empleado (017)",2021,940,336,349,396
"Obrero (018)",2173,980,449,419,325
"Trabajador independiente (019)",2149,1939,210,,
"Empleador o patrono (020)",86,58,19,6,3
"Trabajador familiar no remunerado (021)",312,268,32,7,5
"Trabajador del hogar (022)",253,253,,,
"De 30 a 44 años (024)",8772,5247,1097,1063,1365
"Empleado (025)",2512,773,333,593,813
"Obrero (026)",2407,954,462,448,543
"Trabajador independiente (027)",3316,3065,251,,
"Empleador o patrono (028)",161,106,29,19,7
"Trabajador familiar no remunerado (029)",213,186,22,3,2
"Trabajador del hogar (030)",163,163,,,
"De 45 a 64 años (032)",6189,3861,653,661,1014
"Empleado (033)",1540,365,204,377,594
"Obrero (034)",1651,707,260,270,414
"Trabajador independiente (035)",2612,2451,161,,
"Empleador o patrono (036)",131,98,14,13,6
"Trabajador familiar no remunerado (037)",157,142,14,1,
"Trabajador del hogar (038)",98,98,,,
"De 65 y más años (040)",1038,808,83,51,96
"Empleado (041)",130,40,17,22,51
"Obrero (042)",232,133,29,26,44
"Trabajador independiente (043)",580,552,28,,
"Empleador o patrono (044)",29,22,4,2,1
"Trabajador familiar no remunerado (045)",56,50,5,1,
"Trabajador del hogar (046)",11,11,,,
,,,,,
"URBANA (048)",20586,12675,2426,2337,3148
"Empleado (049)",6030,2040,857,1307,1826
"Obrero (050)",5159,1996,889,976,1298
"Trabajador independiente (051)",7796,7246,550,,
"Empleador o patrono (052)",383,267,60,39,17
"Trabajador familiar no remunerado (053)",711,619,70,15,7
