"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LORETO (000)",17623,423,5858,6216,4189,937
"Empleado (001)",2614,8,774,1268,546,18
"Obrero (002)",3130,63,1252,1144,606,65
"Trabajador independiente (003)",8326,19,2254,2959,2400,694
"Empleador o patrono (004)",154,,36,68,36,14
"Trabajador familiar no remunerado (005)",3146,310,1400,721,574,141
"Trabajador del hogar (006)",253,23,142,56,27,5
"Hombres (008)",13440,309,4516,4686,3195,734
"Empleado (009)",1775,6,451,852,449,17
"Obrero (010)",2816,49,1138,1053,521,55
"Trabajador independiente (011)",7036,13,1881,2483,2058,601
"Empleador o patrono (012)",124,,28,56,26,14
"Trabajador familiar no remunerado (013)",1661,238,1005,232,140,46
"Trabajador del hogar (014)",28,3,13,10,1,1
"Mujeres (016)",4183,114,1342,1530,994,203
"Empleado (017)",839,2,323,416,97,1
"Obrero (018)",314,14,114,91,85,10
"Trabajador independiente (019)",1290,6,373,476,342,93
"Empleador o patrono (020)",30,,8,12,10,
"Trabajador familiar no remunerado (021)",1485,72,395,489,434,95
"Trabajador del hogar (022)",225,20,129,46,26,4
,,,,,,
"URBANA (024)",8619,179,2739,3203,2076,422
"Empleado (025)",1897,8,566,881,428,14
"Obrero (026)",2289,28,850,903,455,53
"Trabajador independiente (027)",3172,18,825,1102,943,284
"Empleador o patrono (028)",93,,17,45,22,9
"Trabajador familiar no remunerado (029)",946,109,356,221,202,58
"Trabajador del hogar (030)",222,16,125,51,26,4
"Hombres (032)",6215,121,1946,2303,1530,315
"Empleado (033)",1306,6,337,597,353,13
"Obrero (034)",2067,21,771,831,399,45
"Trabajador independiente (035)",2312,12,593,755,722,230
"Empleador o patrono (036)",73,,13,35,16,9
"Trabajador familiar no remunerado (037)",436,82,221,76,39,18
"Trabajador del hogar (038)",21,,11,9,1,
"Mujeres (040)",2404,58,793,900,546,107
"Empleado (041)",591,2,229,284,75,1
"Obrero (042)",222,7,79,72,56,8
"Trabajador independiente (043)",860,6,232,347,221,54
"Empleador o patrono (044)",20,,4,10,6,
"Trabajador familiar no remunerado (045)",510,27,135,145,163,40
"Trabajador del hogar (046)",201,16,114,42,25,4
,,,,,,
"RURAL (048)",9004,244,3119,3013,2113,515
"Empleado (049)",717,,208,387,118,4
"Obrero (050)",841,35,402,241,151,12
"Trabajador independiente (051)",5154,1,1429,1857,1457,410
"Empleador o patrono (052)",61,,19,23,14,5
"Trabajador familiar no remunerado (053)",2200,201,1044,500,372,83
"Trabajador del hogar (054)",31,7,17,5,1,1
"Hombres (056)",7225,188,2570,2383,1665,419
"Empleado (057)",469,,114,255,96,4
"Obrero (058)",749,28,367,222,122,10
"Trabajador independiente (059)",4724,1,1288,1728,1336,371
"Empleador o patrono (060)",51,,15,21,10,5
"Trabajador familiar no remunerado (061)",1225,156,784,156,101,28
"Trabajador del hogar (062)",7,3,2,1,,1
"Mujeres (064)",1779,56,549,630,448,96
"Empleado (065)",248,,94,132,22,
"Obrero (066)",92,7,35,19,29,2
"Trabajador independiente (067)",430,,141,129,121,39
"Empleador o patrono (068)",10,,4,2,4,
"Trabajador familiar no remunerado (069)",975,45,260,344,271,55
"Trabajador del hogar (070)",24,4,15,4,1,
