"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA MAR (000)",26558,871,9340,9123,5677,1547
"Agric., ganadería, caza y silvicultura (001)",19348,709,6748,6292,4275,1324
"Pesca (002)",11,,7,3,,1
"Explotación de minas y canteras (003)",30,,12,13,4,1
"Industrias manufactureras (004)",246,5,92,89,48,12
"Suministro de electricidad, gas y agua (005)",15,,7,6,2,
"Construcción (006)",620,8,236,247,117,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2243,88,713,843,503,96
"Venta, mant.y rep. veh.autom.y motoc. (008)",130,4,52,52,21,1
"Comercio al por mayor (009)",90,2,23,38,21,6
"Comercio al por menor (010)",2023,82,638,753,461,89
"Hoteles y restaurantes (011)",607,25,258,187,118,19
"Trans., almac. y comunicaciones (012)",463,4,228,158,70,3
"Intermediación financiera (013)",20,,13,7,,
"Activid.inmobil., empres. y alquileres (014)",115,2,47,47,18,1
"Admin.pub. y defensa; p. segur.soc.afil (015)",491,,159,240,83,9
"Enseñanza (016)",1010,,273,542,191,4
"Servicios sociales y de salud (017)",179,,59,97,23,
"Otras activ. serv.comun.soc y personales (018)",145,6,70,41,26,2
"Hogares privados con servicio doméstico (019)",155,11,105,21,12,6
"Actividad economica no especificada (021)",860,13,313,290,187,57
"Hombres (022)",19228,576,6809,6577,4080,1186
"Agric., ganadería, caza y silvicultura (023)",15203,498,5382,4963,3282,1078
"Pesca (024)",11,,7,3,,1
"Explotación de minas y canteras (025)",29,,11,13,4,1
"Industrias manufactureras (026)",204,4,79,70,41,10
"Suministro de electricidad, gas y agua (027)",15,,7,6,2,
"Construcción (028)",598,8,231,238,110,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",951,42,305,351,211,42
"Venta, mant.y rep. veh.autom.y motoc. (030)",108,2,45,43,17,1
"Comercio al por mayor (031)",59,1,13,27,13,5
"Comercio al por menor (032)",784,39,247,281,181,36
"Hoteles y restaurantes (033)",158,7,70,38,38,5
"Trans., almac. y comunicaciones (034)",446,4,213,156,70,3
"Intermediación financiera (035)",17,,10,7,,
"Activid.inmobil., empres. y alquileres (036)",97,1,35,42,18,1
"Admin.pub. y defensa; p. segur.soc.afil (037)",418,,123,208,78,9
"Enseñanza (038)",547,,114,294,135,4
"Servicios sociales y de salud (039)",84,,21,52,11,
"Otras activ. serv.comun.soc y personales (040)",64,2,28,21,11,2
