"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LIMA (000)",3286770,35594,2087,300321,1331681,328943,416158,268907,603079
"Empleado (001)",1415612,5571,565,46412,393419,153337,235535,156304,424469
"Obrero (002)",504127,5399,494,60173,305685,49559,41953,20686,20178
"Trabajador independiente (003)",1069703,18162,590,136737,493412,101953,114055,75788,129006
"Empleador o patrono (004)",71884,544,27,4659,22926,5847,9091,8000,20790
"Trabajador familiar no remunerado (005)",71527,1815,204,15506,33828,6051,5361,4232,4530
"Trabajador del hogar (006)",153917,4103,207,36834,82411,12196,10163,3897,4106
"Hombres (008)",1947635,11030,1151,156780,863603,196365,216569,167527,334610
"Empleado (009)",770266,1991,310,24530,240767,83630,110904,89465,218669
"Obrero (010)",408539,3370,370,49147,250951,38745,32924,16980,16052
"Trabajador independiente (011)",688283,5076,337,74086,339250,67402,65754,53223,83155
"Empleador o patrono (012)",48095,191,19,2601,15499,3791,5311,5764,14919
"Trabajador familiar no remunerado (013)",25207,282,107,5057,12973,2193,1263,1784,1548
"Trabajador del hogar (014)",7245,120,8,1359,4163,604,413,311,267
"Mujeres (016)",1339135,24564,936,143541,468078,132578,199589,101380,268469
"Empleado (017)",645346,3580,255,21882,152652,69707,124631,66839,205800
"Obrero (018)",95588,2029,124,11026,54734,10814,9029,3706,4126
"Trabajador independiente (019)",381420,13086,253,62651,154162,34551,48301,22565,45851
"Empleador o patrono (020)",23789,353,8,2058,7427,2056,3780,2236,5871
"Trabajador familiar no remunerado (021)",46320,1533,97,10449,20855,3858,4098,2448,2982
"Trabajador del hogar (022)",146672,3983,199,35475,78248,11592,9750,3586,3839
,,,,,,,,,
"URBANA (024)",3282559,35382,2080,299138,1329496,328741,416002,268784,602936
"Empleado (025)",1415201,5565,564,46357,393269,153291,235488,156266,424401
"Obrero (026)",502690,5334,494,59781,304848,49501,41916,20659,20157
"Trabajador independiente (027)",1067973,18064,586,136196,492552,101873,113997,75737,128968
"Empleador o patrono (028)",71814,540,27,4642,22894,5845,9089,7998,20779
"Trabajador familiar no remunerado (029)",71062,1779,202,15347,33585,6041,5352,4229,4527
"Trabajador del hogar (030)",153819,4100,207,36815,82348,12190,10160,3895,4104
"Hombres (032)",1944637,10952,1148,155952,861926,196221,216474,167435,334529
"Empleado (033)",770019,1990,309,24492,240660,83601,110885,89442,218640
"Obrero (034)",407412,3346,370,48852,250260,38700,32892,16955,16037
"Trabajador independiente (035)",686965,5028,336,73677,338557,67339,65717,53184,83127
"Empleador o patrono (036)",48040,190,19,2586,15474,3789,5309,5763,14910
"Trabajador familiar no remunerado (037)",24966,278,106,4988,12819,2188,1258,1781,1548
"Trabajador del hogar (038)",7235,120,8,1357,4156,604,413,310,267
"Mujeres (040)",1337922,24430,932,143186,467570,132520,199528,101349,268407
"Empleado (041)",645182,3575,255,21865,152609,69690,124603,66824,205761
"Obrero (042)",95278,1988,124,10929,54588,10801,9024,3704,4120
"Trabajador independiente (043)",381008,13036,250,62519,153995,34534,48280,22553,45841
"Empleador o patrono (044)",23774,350,8,2056,7420,2056,3780,2235,5869
"Trabajador familiar no remunerado (045)",46096,1501,96,10359,20766,3853,4094,2448,2979
"Trabajador del hogar (046)",146584,3980,199,35458,78192,11586,9747,3585,3837
,,,,,,,,,
"RURAL (048)",4211,212,7,1183,2185,202,156,123,143
"Empleado (049)",411,6,1,55,150,46,47,38,68
"Obrero (050)",1437,65,,392,837,58,37,27,21
"Trabajador independiente (051)",1730,98,4,541,860,80,58,51,38
"Empleador o patrono (052)",70,4,,17,32,2,2,2,11
"Trabajador familiar no remunerado (053)",465,36,2,159,243,10,9,3,3
"Trabajador del hogar (054)",98,3,,19,63,6,3,2,2
"Hombres (056)",2998,78,3,828,1677,144,95,92,81
"Empleado (057)",247,1,1,38,107,29,19,23,29
"Obrero (058)",1127,24,,295,691,45,32,25,15
"Trabajador independiente (059)",1318,48,1,409,693,63,37,39,28
"Empleador o patrono (060)",55,1,,15,25,2,2,1,9
"Trabajador familiar no remunerado (061)",241,4,1,69,154,5,5,3,
"Trabajador del hogar (062)",10,,,2,7,,,1,
"Mujeres (064)",1213,134,4,355,508,58,61,31,62
"Empleado (065)",164,5,,17,43,17,28,15,39
"Obrero (066)",310,41,,97,146,13,5,2,6
"Trabajador independiente (067)",412,50,3,132,167,17,21,12,10
"Empleador o patrono (068)",15,3,,2,7,,,1,2
"Trabajador familiar no remunerado (069)",224,32,1,90,89,5,4,,3
"Trabajador del hogar (070)",88,3,,17,56,6,3,1,2
