"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PACHITEA",,,,,,
"Viviendas particulares (001)",12762,12647,104,11,,
"Ocupantes presentes (002)",59944,58877,943,124,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",11844,11735,100,9,,
"Ocupantes presentes (005)",56059,55042,910,107,,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",12,9,3,,,
"Ocupantes presentes (008)",52,29,23,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",22,21,,1,,
"Ocupantes presentes (011)",75,65,,10,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",42,42,,,,
"Ocupantes presentes (014)",161,161,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",836,834,1,1,,
"Ocupantes presentes (017)",3579,3562,10,7,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",3,3,,,,
"Ocupantes presentes (023)",13,13,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",3,3,,,,
"Ocupantes presentes (026)",5,5,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",1988,1918,62,8,,
"Ocupantes presentes (029)",8258,7643,531,84,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",1911,1845,59,7,,
"Ocupantes presentes (032)",7968,7386,508,74,,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",12,9,3,,,
"Ocupantes presentes (035)",52,29,23,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",22,21,,1,,
"Ocupantes presentes (038)",75,65,,10,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",42,42,,,,
"Ocupantes presentes (041)",161,161,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",1,1,,,,
"Ocupantes presentes (050)",2,2,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",10774,10729,42,3,,
"Ocupantes presentes (056)",51686,51234,412,40,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",9933,9890,41,2,,
"Ocupantes presentes (059)",48091,47656,402,33,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",836,834,1,1,,
"Ocupantes presentes (071)",3579,3562,10,7,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",11,11,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",3,3,,,,
"Ocupantes presentes (080)",5,5,,,,
