"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia OXAPAMPA (000)",31692,66,1945,872,602,2828,10510,1469,1679,10897,95,729
"Agric., ganadería, caza y silvicultura (001)",18978,,28,54,5,1,10498,,6,8386,,
"Pesca (002)",21,,1,2,1,,12,,,5,,
"Explotación de minas y canteras (003)",489,,22,46,22,,,228,38,133,,
"Industrias manufactureras (004)",998,,10,41,17,1,,862,48,19,,
"Suministro de electricidad, gas y agua (005)",30,,1,11,5,,,8,,5,,
"Construcción (006)",937,,26,21,11,,,38,532,309,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2952,2,8,124,13,2138,,312,16,339,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",349,2,2,8,3,61,,257,13,3,,
"Comercio al por mayor (009)",127,,,13,5,102,,,,7,,
"Comercio al por menor (010)",2476,,6,103,5,1975,,55,3,329,,
"Hoteles y restaurantes (011)",916,,7,36,8,554,,1,,310,,
"Trans., almac. y comunicaciones (012)",1275,2,7,41,41,10,,3,1003,168,,
"Intermediación financiera (013)",26,,7,9,10,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",504,1,114,148,120,40,,12,13,56,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",696,31,61,46,213,14,,3,18,215,95,
"Enseñanza (016)",1506,23,1421,2,38,,,,,22,,
"Servicios sociales y de salud (017)",483,,185,211,47,13,,1,5,21,,
"Otras activ. serv.comun.soc y personales (018)",343,7,46,70,22,55,,1,,142,,
"Hogares privados con servicio doméstico (019)",770,,,1,,2,,,,767,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,
"Actividad economica no especificada (021)",767,,1,9,28,,,,,,,729
"Hombres (022)",23193,54,948,548,281,1062,9500,1332,1636,7406,94,332
"Agric., ganadería, caza y silvicultura (023)",15766,,22,46,3,,9489,,6,6200,,
"Pesca (024)",18,,1,1,1,,11,,,4,,
"Explotación de minas y canteras (025)",479,,19,44,20,,,228,38,130,,
"Industrias manufactureras (026)",827,,9,30,12,1,,733,30,12,,
"Suministro de electricidad, gas y agua (027)",26,,,10,3,,,8,,5,,
"Construcción (028)",895,,24,21,9,,,38,524,279,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1400,2,3,64,5,861,,305,16,144,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",311,2,1,6,1,34,,252,13,2,,
"Comercio al por mayor (031)",72,,,7,3,55,,,,7,,
"Comercio al por menor (032)",1017,,2,51,1,772,,53,3,135,,
"Hoteles y restaurantes (033)",207,,3,16,3,126,,1,,58,,
"Trans., almac. y comunicaciones (034)",1186,2,5,29,13,3,,3,986,145,,
"Intermediación financiera (035)",13,,6,4,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",355,1,84,109,56,40,,12,13,40,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",482,28,43,30,99,14,,3,18,153,94,
"Enseñanza (038)",661,15,616,2,14,,,,,14,,
"Servicios sociales y de salud (039)",205,,79,91,20,5,,,5,5,,
"Otras activ. serv.comun.soc y personales (040)",161,6,34,47,10,12,,1,,51,,
"Hogares privados con servicio doméstico (041)",166,,,,,,,,,166,,
"Organiz. y organos extraterritoriales (042)",1,,,,1,,,,,,,
"Actividad economica no especificada (043)",345,,,4,9,,,,,,,332
