"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia YUNGUYO",,,,,,,,
"Hogares (001)",13583,9504,3280,855,87,113,270,3810
"Ocupantes presentes (002)",47148,36047,13437,3492,316,440,1059,10055
"Casa independiente",,,,,,,,
"Hogares (004)",13340,9360,3245,842,85,111,262,3716
"Ocupantes presentes (005)",46455,35590,13288,3434,307,432,1029,9848
"Departamento en edificio",,,,,,,,
"Hogares (007)",10,8,9,4,,1,5,1
"Ocupantes presentes (008)",32,21,30,16,,2,15,2
"Vivienda en quinta",,,,,,,,
"Hogares (010)",19,14,8,4,,,2,5
"Ocupantes presentes (011)",61,51,31,21,,,9,10
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",14,12,8,5,2,1,1,
"Ocupantes presentes (014)",58,53,33,21,9,6,6,
"Choza o cabaña",,,,,,,,
"Hogares (016)",192,105,8,,,,,85
"Ocupantes presentes (017)",527,323,51,,,,,189
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",6,5,2,,,,,1
"Ocupantes presentes (023)",11,9,4,,,,,2
"Otro tipo",,,,,,,,
"Hogares (025)",2,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4675,3673,2005,675,71,104,258,846
"Ocupantes presentes (029)",17145,14167,7996,2679,256,406,1011,2429
"Casa independiente",,,,,,,,
"Hogares (031)",4625,3634,1978,662,69,102,250,838
"Ocupantes presentes (032)",16981,14033,7898,2621,247,398,981,2413
"Departamento en edificio",,,,,,,,
"Hogares (034)",10,8,9,4,,1,5,1
"Ocupantes presentes (035)",32,21,30,16,,2,15,2
"Vivienda en quinta",,,,,,,,
"Hogares (037)",19,14,8,4,,,2,5
"Ocupantes presentes (038)",61,51,31,21,,,9,10
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",14,12,8,5,2,1,1,
"Ocupantes presentes (041)",58,53,33,21,9,6,6,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",5,5,2,,,,,
"Ocupantes presentes (050)",9,9,4,,,,,
"Otro tipo",,,,,,,,
"Hogares (052)",2,,,,,,,2
"Ocupantes presentes (053)",4,,,,,,,4
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",8908,5831,1275,180,16,9,12,2964
"Ocupantes presentes (056)",30003,21880,5441,813,60,34,48,7626
"Casa independiente",,,,,,,,
"Hogares (058)",8715,5726,1267,180,16,9,12,2878
"Ocupantes presentes (059)",29474,21557,5390,813,60,34,48,7435
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",192,105,8,,,,,85
"Ocupantes presentes (071)",527,323,51,,,,,189
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,2
"Otro tipo",,,,,,,,
