"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,,
"Viviendas particulares (001)",1932,597,153,73,200,3,,8,898
"Ocupantes presentes (002)",8009,2366,576,282,869,13,,29,3874
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1918,593,152,73,195,3,,8,894
"Ocupantes presentes (005)",7954,2346,566,282,858,13,,29,3860
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,1,,,,,,,1
"Ocupantes presentes (014)",4,3,,,,,,,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",12,3,1,,5,,,,3
"Ocupantes presentes (017)",51,17,10,,11,,,,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1300,521,100,48,137,3,,6,485
"Ocupantes presentes (029)",5242,2028,362,191,565,13,,19,2064
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1298,520,100,48,137,3,,6,484
"Ocupantes presentes (032)",5238,2025,362,191,565,13,,19,2063
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,1,,,,,,,1
"Ocupantes presentes (041)",4,3,,,,,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",632,76,53,25,63,,,2,413
"Ocupantes presentes (056)",2767,338,214,91,304,,,10,1810
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",620,73,52,25,58,,,2,410
"Ocupantes presentes (059)",2716,321,204,91,293,,,10,1797
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",12,3,1,,5,,,,3
"Ocupantes presentes (071)",51,17,10,,11,,,,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
