"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia YAULI (000)",49838,836,14444,12928,11814,7720,2096
"Hombres (001)",26433,430,7386,6775,6447,4381,1014
"Mujeres (002)",23405,406,7058,6153,5367,3339,1082
"Viviendas particulares (003)",48147,834,14403,12425,11044,7365,2076
"Hombres (004)",24969,430,7366,6344,5760,4070,999
"Mujeres (005)",23178,404,7037,6081,5284,3295,1077
"Viviendas colectivas (006)",1201,1,17,365,542,266,10
"Hombres (007)",1055,,7,321,489,231,7
"Mujeres (008)",146,1,10,44,53,35,3
"Otro tipo (009)",490,1,24,138,228,89,10
"Hombres (010)",409,,13,110,198,80,8
"Mujeres (011)",81,1,11,28,30,9,2
,,,,,,,
"URBANA (012)",43818,751,12913,11283,10470,6692,1709
"Hombres (013)",22954,387,6606,5786,5576,3774,825
"Mujeres (014)",20864,364,6307,5497,4894,2918,884
"Viviendas particulares (015)",42472,749,12872,10905,9856,6401,1689
"Hombres (016)",21830,387,6586,5480,5042,3525,810
"Mujeres (017)",20642,362,6286,5425,4814,2876,879
"Viviendas colectivas (018)",856,1,17,240,386,202,10
"Hombres (019)",715,,7,196,336,169,7
"Mujeres (020)",141,1,10,44,50,33,3
"Otro tipo (021)",490,1,24,138,228,89,10
"Hombres (022)",409,,13,110,198,80,8
"Mujeres (023)",81,1,11,28,30,9,2
,,,,,,,
"RURAL (024)",6020,85,1531,1645,1344,1028,387
"Hombres (025)",3479,43,780,989,871,607,189
"Mujeres (026)",2541,42,751,656,473,421,198
"Viviendas particulares (027)",5675,85,1531,1520,1188,964,387
"Hombres (028)",3139,43,780,864,718,545,189
"Mujeres (029)",2536,42,751,656,470,419,198
"Viviendas colectivas (030)",345,,,125,156,64,
"Hombres (031)",340,,,125,153,62,
"Mujeres (032)",5,,,,3,2,
