"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASTILLA (000)",16479,1330,15,4016,6531,1064,1667,520,1336
"Empleado (001)",2293,17,,83,503,204,608,98,780
"Obrero (002)",6868,452,6,1798,3437,381,505,136,153
"Trabajador independiente (003)",5364,578,4,1547,1908,386,433,217,291
"Empleador o patrono (004)",361,20,,76,127,23,41,19,55
"Trabajador familiar no remunerado (005)",1373,252,4,451,450,55,66,43,52
"Trabajador del hogar (006)",220,11,1,61,106,15,14,7,5
"Hombres (008)",11486,581,9,2778,5068,763,1038,407,842
"Empleado (009)",1308,7,,40,342,124,296,69,430
"Obrero (010)",5567,216,5,1342,2972,332,436,125,139
"Trabajador independiente (011)",3689,287,2,1124,1392,261,250,168,205
"Empleador o patrono (012)",277,10,,54,104,17,28,18,46
"Trabajador familiar no remunerado (013)",623,61,2,212,245,27,28,27,21
"Trabajador del hogar (014)",22,,,6,13,2,,,1
"Mujeres (016)",4993,749,6,1238,1463,301,629,113,494
"Empleado (017)",985,10,,43,161,80,312,29,350
"Obrero (018)",1301,236,1,456,465,49,69,11,14
"Trabajador independiente (019)",1675,291,2,423,516,125,183,49,86
"Empleador o patrono (020)",84,10,,22,23,6,13,1,9
"Trabajador familiar no remunerado (021)",750,191,2,239,205,28,38,16,31
"Trabajador del hogar (022)",198,11,1,55,93,13,14,7,4
,,,,,,,,,
"URBANA (024)",9468,518,11,1962,3664,735,1189,362,1027
"Empleado (025)",1781,11,,69,398,164,460,80,599
"Obrero (026)",3477,190,5,822,1704,225,329,85,117
"Trabajador independiente (027)",3179,236,3,781,1167,275,329,163,225
"Empleador o patrono (028)",186,8,,34,65,17,19,4,39
"Trabajador familiar no remunerado (029)",691,67,2,210,256,42,45,27,42
"Trabajador del hogar (030)",154,6,1,46,74,12,7,3,5
"Hombres (032)",6202,176,7,1253,2686,500,690,269,621
"Empleado (033)",964,2,,32,259,99,208,52,312
"Obrero (034)",2821,78,4,604,1474,199,281,76,105
"Trabajador independiente (035)",1980,83,2,498,777,171,175,120,154
"Empleador o patrono (036)",127,2,,17,48,11,13,4,32
"Trabajador familiar no remunerado (037)",298,11,1,99,122,18,13,17,17
"Trabajador del hogar (038)",12,,,3,6,2,,,1
"Mujeres (040)",3266,342,4,709,978,235,499,93,406
"Empleado (041)",817,9,,37,139,65,252,28,287
"Obrero (042)",656,112,1,218,230,26,48,9,12
"Trabajador independiente (043)",1199,153,1,283,390,104,154,43,71
"Empleador o patrono (044)",59,6,,17,17,6,6,,7
"Trabajador familiar no remunerado (045)",393,56,1,111,134,24,32,10,25
"Trabajador del hogar (046)",142,6,1,43,68,10,7,3,4
,,,,,,,,,
"RURAL (048)",7011,812,4,2054,2867,329,478,158,309
"Empleado (049)",512,6,,14,105,40,148,18,181
"Obrero (050)",3391,262,1,976,1733,156,176,51,36
"Trabajador independiente (051)",2185,342,1,766,741,111,104,54,66
"Empleador o patrono (052)",175,12,,42,62,6,22,15,16
"Trabajador familiar no remunerado (053)",682,185,2,241,194,13,21,16,10
"Trabajador del hogar (054)",66,5,,15,32,3,7,4,
"Hombres (056)",5284,405,2,1525,2382,263,348,138,221
"Empleado (057)",344,5,,8,83,25,88,17,118
"Obrero (058)",2746,138,1,738,1498,133,155,49,34
"Trabajador independiente (059)",1709,204,,626,615,90,75,48,51
"Empleador o patrono (060)",150,8,,37,56,6,15,14,14
"Trabajador familiar no remunerado (061)",325,50,1,113,123,9,15,10,4
"Trabajador del hogar (062)",10,,,3,7,,,,
"Mujeres (064)",1727,407,2,529,485,66,130,20,88
"Empleado (065)",168,1,,6,22,15,60,1,63
"Obrero (066)",645,124,,238,235,23,21,2,2
"Trabajador independiente (067)",476,138,1,140,126,21,29,6,15
"Empleador o patrono (068)",25,4,,5,6,,7,1,2
"Trabajador familiar no remunerado (069)",357,135,1,128,71,4,6,6,6
"Trabajador del hogar (070)",56,5,,12,25,3,7,4,
