"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SIHUAS (000)",432,7,201,116,83,25
"Sin nivel (001)",54,1,10,15,19,9
"Educación inicial (002)",2,,2,,,
"Primaria (003)",139,5,33,40,47,14
"Secundaria (004)",134,1,96,26,10,1
"Superior no univ. incompleta (005)",25,,18,6,1,
"Superior no univ. completa (006)",38,,24,13,1,
"Superior univ. incompleta (007)",18,,10,6,1,1
"Superior univ. completa (008)",22,,8,10,4,
"Hombres (010)",347,3,155,94,73,22
"Sin nivel (011)",36,1,7,8,14,6
"Educación inicial (012)",2,,2,,,
"Primaria (013)",117,1,22,35,45,14
"Secundaria (014)",118,1,82,25,9,1
"Superior no univ. incompleta (015)",19,,15,4,,
"Superior no univ. completa (016)",24,,15,8,1,
"Superior univ. incompleta (017)",13,,6,5,1,1
"Superior univ. completa (018)",18,,6,9,3,
"Mujeres (020)",85,4,46,22,10,3
"Sin nivel (021)",18,,3,7,5,3
"Primaria (023)",22,4,11,5,2,
"Secundaria (024)",16,,14,1,1,
"Superior no univ. incompleta (025)",6,,3,2,1,
"Superior no univ. completa (026)",14,,9,5,,
"Superior univ. incompleta (027)",5,,4,1,,
"Superior univ. completa (028)",4,,2,1,1,
,,,,,,
"Area Urbana (030)",182,2,86,63,20,11
"Sin nivel (031)",6,,,4,1,1
"Educación inicial (032)",1,,1,,,
"Primaria (033)",43,1,11,14,8,9
"Secundaria (034)",58,1,40,12,5,
"Superior no univ. incompleta (035)",14,,8,5,1,
"Superior no univ. completa (036)",28,,16,12,,
"Superior univ. incompleta (037)",16,,8,6,1,1
"Superior univ. completa (038)",16,,2,10,4,
"Hombres (040)",143,2,65,49,17,10
"Sin nivel (041)",3,,,2,1,
"Educación inicial (042)",1,,1,,,
"Primaria (043)",37,1,8,12,7,9
"Secundaria (044)",51,1,34,11,5,
"Superior no univ. incompleta (045)",10,,7,3,,
"Superior no univ. completa (046)",15,,8,7,,
"Superior univ. incompleta (047)",13,,6,5,1,1
"Superior univ. completa (048)",13,,1,9,3,
"Mujeres (050)",39,,21,14,3,1
"Sin nivel (051)",3,,,2,,1
"Primaria (053)",6,,3,2,1,
"Secundaria (054)",7,,6,1,,
"Superior no univ. incompleta (055)",4,,1,2,1,
"Superior no univ. completa (056)",13,,8,5,,
"Superior univ. incompleta (057)",3,,2,1,,
"Superior univ. completa (058)",3,,1,1,1,
,,,,,,
"Area Rural (060)",250,5,115,53,63,14
"Sin nivel (061)",48,1,10,11,18,8
"Educación inicial (062)",1,,1,,,
"Primaria (063)",96,4,22,26,39,5
"Secundaria (064)",76,,56,14,5,1
"Superior no univ. incompleta (065)",11,,10,1,,
"Superior no univ. completa (066)",10,,8,1,1,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",6,,6,,,
"Hombres (070)",204,1,90,45,56,12
"Sin nivel (071)",33,1,7,6,13,6
"Educación inicial (072)",1,,1,,,
"Primaria (073)",80,,14,23,38,5
"Secundaria (074)",67,,48,14,4,1
"Superior no univ. incompleta (075)",9,,8,1,,
"Superior no univ. completa (076)",9,,7,1,1,
"Superior univ. completa (078)",5,,5,,,
"Mujeres (080)",46,4,25,8,7,2
"Sin nivel (081)",15,,3,5,5,2
"Primaria (083)",16,4,8,3,1,
"Secundaria (084)",9,,8,,1,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",1,,1,,,
"Superior univ. incompleta (087)",2,,2,,,
"Superior univ. completa (088)",1,,1,,,
